"ArtikelID","Omschrijving","Eenheid","Inhoud","Prijs","Barcode","Leverancier","Categorie","Subcategorie"
"VH18036.1","Toverkaas verse knoflook","bk","1,1 kg","???.75","18036","Bavaria","f","0"
"VH18037.1","Toverkaas groene pesto","bk","1,1 kg","???.75","18037","Bavaria","f","0"
"VH18038.1","Aiouli met verse knoflook","bk","1 kg","???.95","18038","Bavaria","f","0"
"VH18039.1","Aiouli met lemon","bk","1 kg","???.95","18039","Bavaria","f","0"
"VH20040.1","Elstar 70-80","ls","1 kg","01.???","20040","Bavaria","f","0"
"VH20042.1","Elstar 65-70","ls","1 kg","01.???","20042","Bavaria","f","0"
"VH20043.1","Elstar 65-70","ks","11 kg","???.95","20043","Bavaria","f","0"
"VH20046.1","Pink lady appel","zk","1 kg","???.95","20046","Bavaria","f","0"
"VH20054.1","Golden delicious","ls","1 kg","0.32","20054","Bavaria","f","0"
"VH20056.1","Golden delicious 70/80","ks","11 kg","12.???","20056","Bavaria","f","0"
"VH20058.1","Golden delicious Hollands","ls","1 kg","???.25","20058","Bavaria","f","0"
"VH20059.1","Golden delicious Hollands 65/70","ks","11 kg","12.???","20059","Bavaria","f","0"
"VH20062.1","Goudreinette 70-80","ls","1 kg","???.25","20062","Bavaria","f","0"
"VH20065.1","Granny Smith","ls","1 kg","???.95","20065","Bavaria","f","0"
"VH20067.1","Granny Smith","ks","6,5 kg","14.???","20067","Bavaria","f","0"
"VH20074.1","Jonagold 65-70","ks","70 st","12.???","20074","Bavaria","f","0"
"VH20077.1","Jona Gold 70-80","ls","1 kg","???.25","20077","Bavaria","f","0"
"VH20078.1","Jona Gold 70-80","ks","11 kg","12.???","20078","Bavaria","f","0"
"VH20080.1","Jona Gold 80-85","ks","7 kg","???.95","20080","Bavaria","f","0"
"VH20120.1","Peer Conference","ls","1 kg","???.55","20120","Bavaria","f","0"
"VH20121.1","Peer Conference","ks","14 kg","17.???","20121","Bavaria","f","0"
"VH20133.1","Peer Gieser wild 60-70","ls","1 kg","???.95","20133","Bavaria","f","0"
"VH21014.1","Aardbei","ds","500 gr","???.95","21014","Bavaria","f","0"
"VH21014.2","Aardbei","ds","500 gr","???.95","8,71551E+12","Bavaria","f","0"
"VH21026.1","Gedroogde abrikozen","bk","250 gr","???.75","21026","Bavaria","f","0"
"VH21040.1","Bessen -bos-","ds","125 gr","???.45","21040","Bavaria","f","0"
"VH21040.2","Bessen -bos-","ds","125 gr","???.45","4,00001E+12","Bavaria","f","0"
"VH21040.3","Bessen -bos-","ds","125 gr","???.45","8,42772E+12","Bavaria","f","0"
"VH21070.1","Bessen rood","ds","170 gr","???.95","21070","Bavaria","f","0"
"VH21115.1","Bramen","ds","125 gr","???.95","21115","Bavaria","f","0"
"VH21115.2","Bramen","ds","125 gr","???.95","8,71015E+12","Bavaria","f","0"
"VH21115.3","Bramen","ds","125 gr","???.95","7,61635E+11","Bavaria","f","0"
"VH21129.1","Druiven blauw seedless","ds","500 gr","???.95","21129","Bavaria","f","0"
"VH21129.2","Druiven blauw seedless","ds","500 gr","???.95","8,71464E+12","Bavaria","f","0"
"VH21129.3","Druiven blauw seedless","ds","500 gr","???.95","8,71791E+12","Bavaria","f","0"
"VH21130.1","Druiven blauw","zk","1 kg","???.75","21130","Bavaria","f","0"
"VH21133.1","Druiven wit seedless","ds","500 gr","???.95","21133","Bavaria","f","0"
"VH21133.2","Druiven wit seedless","ds","500 gr","???.95","8,7137E+12","Bavaria","f","0"
"VH21133.3","Druiven wit seedless","ds","500 gr","???.95","8,71464E+12","Bavaria","f","0"
"VH21145.1","Driven wit","zk","1 kg","???.95","21145","Bavaria","f","0"
"VH21161.1","Frambozen","ds","125 gr","???.25","21161","Bavaria","f","0"
"VH21161.2","Frambozen","ds","125 gr","???.25","8,71749E+12","Bavaria","f","0"
"VH21161.3","Frambozen","ds","125 gr","???.25","8,40005E+12","Bavaria","f","0"
"VH21179.1","Kersen","ls","1 kg","???.95","21179","Bavaria","f","0"
"VH21190.1","Kiwi zespri","ls","1 st","0.32","21190","Bavaria","f","0"
"VH21191.1","Kiwi zespri","ks","30 st","???.95","21191","Bavaria","f","0"
"VH21205.1","Meloen Canaloupe","ls","1 st","???.95","21205","Bavaria","f","0"
"VH2121.1","Komkommer stift 12 mm","zk","1 kg","???.55","2121","Bavaria","f","0"
"VH21235.1","Meloen Piel de sapo","ls","1 st","???.75","21235","Bavaria","f","0"
"VH21239.1","Meloen Galia","ls","1 st","???.75","21239","Bavaria","f","0"
"VH21254.1","Meloen geel","ls","1 st","???.95","21254","Bavaria","f","0"
"VH21310.1","Watermeloen","ls","1 kg","???.25","21310","Bavaria","f","0"
"VH21311.1","Watermeloen","ls","1 st","???.95","21311","Bavaria","f","0"
"VH21327.1","Nectarines","ds","20 st","05.???","21327","Bavaria","f","0"
"VH21328.1","Nectarines","ls","1 st","0.29","21327","Bavaria","f","0"
"VH21341.1","Perzik","ds","20 st","???.95","21341","Bavaria","f","0"
"VH21362.1","Pruimen","ks","5 kg","17.???","21362","Bavaria","f","0"
"VH21363.1","Pruimen","zk","1 kg","???.95","21363","Bavaria","f","0"
"VH22013.1","Ananas baby","ls","1 st","???.75","22013","Bavaria","f","0"
"VH22015.1","Ananas delmonte meloen MT8","ls","1 st","???.95","22015","Bavaria","f","0"
"VH22015.2","Ananas delmonte MT8","ls","1 st","???.95","5,05037E+12","Bavaria","f","0"
"VH22015.3","Ananas delmonte MT8","ls","1 st","???.95","5,05037E+12","Bavaria","f","0"
"VH22015.4","Ananas delmonte MT8","ls","1 st","???.95","5,05037E+12","Bavaria","f","0"
"VH22070.1","Advacado ready to eate","ls","1 st","???.25","22070","Bavaria","f","0"
"VH22070.2","Advacado ready to eate","ls","1 st","???.25","8,71766E+12","Bavaria","f","0"
"VH22115.1","Cascave","ls","1 kg","???.75","22115","Bavaria","f","0"
"VH22130.1","Carambola","ls","1 st","???.29","22130","Bavaria","f","0"
"VH22175.1","Cocosnoot","ls","1 st","???.45","22175","Bavaria","f","0"
"VH22190.1","Granberries","zk","340 gr","???.75","22190","Bavaria","f","0"
"VH22220.1","Dadels pitloos","ds","200 gr","???.95","22220","Bavaria","f","0"
"VH22220.2","Dadels pitloos","ds","200 gr","???.95","8,71274E+12","Bavaria","f","0"
"VH22250.1","Granaatappels","ls","1 st","???.95","22250","Bavaria","f","0"
"VH22340.1","Kumquats","ls","1 kg","19.???","22340","Bavaria","f","0"
"VH22341.1","Kumquats","ds","2 kg","19.???","22341","Bavaria","f","0"
"VH22370.1","Limes","ls","1 st","0.32","22370","Bavaria","f","0"
"VH22371.1","Limes","ds","54 st","10.???","22371","Bavaria","f","0"
"VH22385.1","Litchees","ls","1 kg","???.95","22385","Bavaria","f","0"
"VH22400.1","Mais baby","ls","1 st","???.95","22400","Bavaria","f","0"
"VH22400.2","Mais baby","ds","125 gr","???.95","8,85488E+12","Bavaria","f","0"
"VH22400.3","Baby mais","ds","12*125 gr","0","8,71766E+12","Bavaria","f","0"
"VH22415.1","Maiskolf 2 st/pak","pk","2x","???.75","8,71464E+12","Bavaria","f","0"
"VH22415.2","Maiskolf","pk","2 st","???.75","8,71498E+12","Bavaria","f","0"
"VH22415.3","Maiskolf","pk","2 st","???.75","3,28144E+12","Bavaria","f","0"
"VH22416.1","Maiskolf gekookt","pk","2 st","???.55","22416","Bavaria","f","0"
"VH22434.1","Mango ready to eat","ls","1 st","???.45","224340","Bavaria","f","0"
"VH22434.2","Mango ready to","st","","???.45","8,71884E+12","Bavaria","f","0"
"VH22491.1","Okra","ds","2 kg","22.???","22491","Bavaria","f","0"
"VH22505.1","Papaya","ls","1 st","???.95","22505","Bavaria","f","0"
"VH22520.1","Passiefruit","ls","1 kg","09.???","22520","Bavaria","f","0"
"VH22521.1","Passiefruit","ds","2 kg","18.???","22521","Bavaria","f","0"
"VH22536.1","Pastinaken","ls","1 kg","???.45","22536","Bavaria","f","0"
"VH22537.1","Pattipan groen 200 gr","ds","1 st","27.???","22537","Bavaria","f","0"
"VH22580.1","Physalis","ls","1 st","???.29","22580","Bavaria","f","0"
"VH22580.2","Physalis","ls","1 st","???.29","7,70724E+12","Bavaria","f","0"
"VH22580.3","Physalis","ds","","???.29","7,70718E+11","Bavaria","f","0"
"VH22600.1","Pitahaya rood","ls","1 st","???.75","22600","Bavaria","f","0"
"VH22611.1","Pompoen Frans","ls","1 kg","???.55","22611","Bavaria","f","0"
"VH22627.1","Rambutan","ls","1 kg","14.95","22627","Bavaria","f","0"
"VH22655.1","Sereh","ls","1 kg","12.???","22655","Bavaria","f","0"
"VH22656.1","Lotuswortel","zk","1 kg","15.95","22656","Bavaria","f","0"
"VH22685.1","Tahoe verpakt","ds","500 gr","???.75","22685","Bavaria","f","0"
"VH22700.1","Tahoe scheut","ds","200 gr","0.95","22700","Bavaria","f","0"
"VH22700.2","Tahoe scheut","ds","200 gr","0.95","8,71184E+12","Bavaria","f","0"
"VH22730.1","Tempe","ds","300 gr","???.25","22730","Bavaria","f","0"
"VH22747.1","Vijgen","ds","200 gr","???.75","22747","Bavaria","f","0"
"VH22747.2","Vijgen","ds","200 gr","???.75","8,71274E+12","Bavaria","f","0"
"VH22760.1","Vijgen verse","ds","1 st","0.79","22760","Bavaria","f","0"
"VH22761.1","Vijgen verse","ds","24 st","17.95","22761","Bavaria","f","0"
"VH22775.1","Violen bloem","sc","1 st","???.95","22775","Bavaria","f","0"
"VH23009.1","Banaan","ls","1 st","0.35","23009","Bavaria","f","0"
"VH23010.1","Banaan Turbana","ls","1 kg","???.39","23010","Bavaria","f","0"
"VH23011.1","Banaan Turbana","ds","18 kg","21","23011","Bavaria","f","0"
"VH23029.1","Bananenblad rond","pk","500 gr","???.45","23029","Bavaria","f","0"
"VH23055.1","Citroen","ls","1 st","0.34","23055","Bavaria","f","0"
"VH23056.1","Citroen","ks","40 st","???.95","23056","Bavaria","f","0"
"VH23085.1","Grapefruit rood","ls","1 st","0.49","23085","Bavaria","f","0"
"VH23132.1","Sinaasappel bloed","ds","1 st","0","23132","Bavaria","f","0"
"VH23133.1","Sinaasappel bloed","st","1 st","0","23133","Bavaria","f","0"
"VH23134.1","Sinaasappel klein","1x","1 st","0.22","23134","Bavaria","f","0"
"VH23135.1","Sinaasappel navel","1x","1 st","0.29","23135","Bavaria","f","0"
"VH23137.1","Sinaasappel navel","1x","1 st","17.???","23137","Bavaria","f","0"
"VH23176.1","Mandarijn","ks","50 st","09.???","231768","Bavaria","f","0"
"VH23177.1","Mandarijn Spaans","ls","1 st","0.22","23177","Bavaria","f","0"
"VH30010.1","Cela Vita A. partjes","zk","10 kg","15.75","30010","Bavaria","f","0"
"VH30010.2","Cela Vita A. partjes","zk","10 kg","15.75","8,71056E+12","Bavaria","f","0"
"VH30010.3","Cela Vita A. partjes","zk","10 kg","15.75","8,71056E+12","Bavaria","f","0"
"VH30010.4","Celavita Aardappelpartjes gekr","zk","10 kg?","15.75","8,71044E+12","Bavaria","f","0"
"VH30013.1","Cela Vita Kookkwart","zk","10 kg","???.95","30013","Bavaria","f","0"
"VH30014.1","Cela Vita Kriel grof","zk","10 kg","22.15","30014","Bavaria","f","0"
"VH30015.1","Cela Vita Minikriel","zk","10 kg","17.???","30015","Bavaria","f","0"
"VH30016.1","Cela Vita Schijf ongezouten","zk","10 kg","???.75","30016","Bavaria","f","0"
"VH30016.2","Cela Vita Schijf ongezouten","zk","10 kg","???.75","8,71056E+12","Bavaria","f","0"
"VH30016.3","Cela Vita Schijf ongezouten","zk","10 kg","???.75","8,71056E+12","Bavaria","f","0"
"VH30017.1","Cela Vita Schijf gezouten","zk","10 kg","???.75","8,71056E+12","Bavaria","f","0"
"VH30017.2","Celavita aardappel schijven","zk","10 kg","???.75","8,71056E+12","Bavaria","f","0"
"VH30017.3","Celavita aardappel schijven","zk","10 kg","???.75","30017","Bavaria","f","0"
"VH30018.1","Aviko frites 10mm","ds","10 kg","???.75","30018","Bavaria","f","0"
"VH30019.1","Farm frites 14mm","ds","10 kg","13.???","30019","Bavaria","f","0"
"VH30019.2","Farmfriet","ds","10 kg","13.???","8,71068E+12","Bavaria","f","0"
"VH30020.1","Cela Vita Kriel fijn","zk","10 kg","22.???","30020","Bavaria","f","0"
"VH30023.1","Cela Vita Country 1/2 kriel","zk","10 kg","20.???","30023","Bavaria","f","0"
"VH30024.1","Cela Vita Count partjes","zk","10 kg","19.???","30024","Bavaria","f","0"
"VH31011.1","Aardappel Laratte","ls","1 kg","???.95","31011","Bavaria","f","0"
"VH31013.1","Aardappel bonken","ls","1 kg","0.75","31013","Bavaria","f","0"
"VH31014.1","Aardappel bonken","ks","25 kg","17.???","31014","Bavaria","f","0"
"VH31015.1","Aardappel laratte","ds","12 kg","22.???","31015","Bavaria","f","0"
"VH31016.1","Aardappel Roseval","ds","12,5 kg","14.95","310166","Bavaria","f","0"
"VH31016.2","Aardappel roseval","ds","12,5 kg","14.95","8,71025E+12","Bavaria","f","0"
"VH31017.1","Aardappel Nicola","zk","2,5 kg","???.95","31017","Bavaria","f","0"
"VH31019.1","Aardappel opperdoes","ls","1 kg","0","31019","Bavaria","f","0"
"VH31020.1","Aardappel Roseval","ls","1 kg","???.49","31020","Bavaria","f","0"
"VH31024.1","Aardappel zoet","ls","1 kg","???.45","31024","Bavaria","f","0"
"VH31025.1","Aardappel kriel schil","ls","1 kg","01.???","31025","Bavaria","f","0"
"VH31026.1","Aardappel Kriel + schil","pk","500 gr","???.25","31026","Bavaria","f","0"
"VH31028.1","Aardappel truf de Chine","ls","1 kg","???.95","31028","Bavaria","f","0"
"VH31030.1","Aardappel Bio","ks","10 kg","0","31030","Bavaria","f","0"
"VH32011.1","Cela Vita Schijf ongezouten","zk","2 kg","???.95","32011","Bavaria","f","0"
"VH32011.2","Cela vita aardappelschijf met schil","zk","2 kg","???.95","8,71044E+12","Bavaria","f","0"
"VH32011.3","Cela vita aardappelschijf met schil","ds","6 * 2 kg","0","8,71044E+12","Bavaria","f","0"
"VH32012.1","Cela Vita Kriel","zk","2 kg","05.???","32012","Bavaria","f","0"
"VH32012.2","Cela Vita kriel","zk","2 kg","05.???","8,71056E+12","Bavaria","f","0"
"VH32013.1","Cela Vita minikriel","zk","2 kg","???.95","320134","Bavaria","f","0"
"VH32013.2","Cela Vita minikriel","zk","2 kg","???.95","8,71112E+12","Bavaria","f","0"
"VH32016.1","Cela Vita Count part","zk","2 kg","???.95","32016","Bavaria","f","0"
"VH32025.1","Aviko 1/2 aard. Gaar","ds","10 kg","12.???","32025","Bavaria","f","0"
"VH32032.1","Mc Cain pof aardappel","pk","4 st","???.75","32032","Bavaria","f","0"
"VH32032.2","Mc Cain pof aardappel","pk","4 st","???.75","8,71044E+12","Bavaria","f","0"
"VH33001.1","Peka kookaardappel","zk","2 kg","???.95","33001","Bavaria","f","0"
"VH33011.1","Peka Dauphinoise potatoes","ds","2 * 3 kg","22.???","3011","Bavaria","f","0"
"VH33011.2","Peka Dauphinoise potatoes","bk","3 kg","22.???","8,71112E+12","Bavaria","f","0"
"VH33013.1","PEKA aardappelbakschijven","zk","2 kg","???.95","8,71112E+12","Bavaria","f","0"
"VH33013.2","Peka gratin","zk","2 kg","???.95","8,71112E+12","Bavaria","f","0"
"VH33013.3","Peka gratin","zk","2 kg","???.95","8,71112E+12","Bavaria","f","0"
"VH33014.1","Peka gratin Duits","zk","1 kg","???.49","33014","Bavaria","f","0"
"VH33015.1","Peka gratin met Truffel","zk","2 kg","???.95","33015","Bavaria","f","0"
"VH33016.1","Peka freshline aard.gratin rolls","ds","9,8 kg","32.5","33016","Bavaria","f","0"
"VH33023.1","Peka pof","zk","2 st","0.95","33023","Bavaria","f","0"
"VH33023.2","Peka pof","zk","2 st","0.95","8,71112E+12","Bavaria","f","0"
"VH33026.1","Peka puree","zk","2 kg","???.75","33026","Bavaria","f","0"
"VH33027.1","Peka partjes nat","zk","2 kg","???.25","33027","Bavaria","f","0"
"VH33029.1","Peka schijven in olie","zk","2 kg","???.49","33029","Bavaria","f","0"
"VH33030.1","Peka Kriel","zk","2 kg","???.95","33030","Bavaria","f","0"
"VH33032.1","Peka wedges + schil","zk","2 kg","???.95","33032","Bavaria","f","0"
"VH33035.1","Peka freshline aard.Rosti Rolls","ds","9,8 kg","27.???","33035","Bavaria","f","0"
"VH34012.1","Aard Skin-on gaar olie+kr","pk","2 kg","???.95","34012","Bavaria","f","0"
"VH34015.1","Aard PG stoomgaar","pk","2 kg","???.45","34015","Bavaria","f","0"
"VH34018.1","Aard Skin-on gaar naturel","pk","2 kg","???.95","34018","Bavaria","f","0"
"VH34021.1","Aard super bonken","pk","5 kg","05.???","34021","Bavaria","f","0"
"VH34021.2","Superbonken","zk","5 kg","05.???","8,71025E+12","Bavaria","f","0"
"VH34025.1","Aardappel panklaar","pk","5 kg","???.95","34025","Bavaria","f","0"
"VH34025.2","Pommetje gesch. Ongekookt","zk","5 kg","???.95","7,10251E+11","Bavaria","f","0"
"VH34026.1","Aard PG superkriel","pk","5 kg","12.???","34026","Bavaria","f","0"
"VH40010.1","Champignon","ds","250 gr","0.95","40010","Bavaria","f","0"
"VH40011.1","Champignon","ks","6ds","???.29","40011","Bavaria","f","0"
"VH40012.1","Champignon fijn","ks","3 kg","???.95","40012","Bavaria","f","0"
"VH40013.1","Champignon middel","ls","1 kg","???.25","40013","Bavaria","f","0"
"VH40014.1","Champignon middel","ks","4*500 gr","???.49","40014","Bavaria","f","0"
"VH40016.1","Champignon mini","ks","3 kg","12.???","40016","Bavaria","f","0"
"VH40018.1","Champignon reuze","ks","2 kg","???.95","40018","Bavaria","f","0"
"VH40040.1","Champ Shimeji","ds","10*150 gr","16.95","40040","Bavaria","f","0"
"VH40041.1","Champignon gesn.","ds","100 gr","???.29","40041","Bavaria","f","0"
"VH40041.2","Enoki paddestoel","zk","100 gr","???.29","5,05045E+11","Bavaria","f","0"
"VH40043.1","Champignon gesn.","ks","2 kg","???.69","40043","Bavaria","f","0"
"VH41010.1","Champignon gesn.","em","6 kg","19.95","41010","Bavaria","f","0"
"VH418423.1","Avocado ready to eat","ds","20 st","21.???","418423","Bavaria","f","0"
"VH418423.2","Avocado ready to eat","ds","20 st","21.???","8,71766E+12","Bavaria","f","0"
"VH42005.1","Cantarel Girolle","ls","1 kg","24.???","42005","Bavaria","f","0"
"VH42020.1","Anijschampignons","ls","1 kg","15.95","42020","Bavaria","f","0"
"VH42030.1","Kastanje champignons","ds","250 gr","???.29","42030","Bavaria","f","0"
"VH42030.2","Kastanje champignons","bk","250 gr","???.29","8,71706E+12","Bavaria","f","0"
"VH42032.1","Kastanje champignons","ks","3 kg","13.???","42032","Bavaria","f","0"
"VH42045.1","Champignon mix gesneden","ks","1,5 kg","???.95","42045","Bavaria","f","0"
"VH42059.1","Oesterzwam","ds","500 gr","???.25","42059","Bavaria","f","0"
"VH42060.1","Oesterzwam","ds","150 gr","???.25","42060","Bavaria","f","0"
"VH42063.1","Oesterzwam","ks","1,5 kg","12.???","42063","Bavaria","f","0"
"VH42095.1","Portabella champignons","ls","1 kg","07.???","42095","Bavaria","f","0"
"VH42096.1","Portabella champignons","ks","1,5 kg","09.???","42096","Bavaria","f","0"
"VH42105.1","Shitake","ds","100 gr","???.45","42105","Bavaria","f","0"
"VH42108.1","Shitake","ks","1,5 kg","22.???","42108","Bavaria","f","0"
"VH44010.1","SD Aardappel salade","em","5 kg","15.95","44010","Bavaria","f","0"
"VH44011.1","Brabantse Fano salade","em","5 kg","24.???","44011","Bavaria","f","0"
"VH44015.1","Atjar","em","10 lt","15.95","44015","Bavaria","f","0"
"VH44015.2","Atjar","em","10 lt","15.95","8,71049E+12","Bavaria","f","0"
"VH45030.1","Yoghurt kers","em","5 lt","???.55","4,0748E+12","Bavaria","f","0"
"VH45030.2","Yoghurt kers","em","5 lt","???.55","4,01405E+12","Bavaria","f","0"
"VH45031.1","Yoghurt Perzik/Maracuja","em","5 lt","???.55","45031","Bavaria","f","0"
"VH45031.2","Yoghurt Perzik/Maracuja","em","5 lt","???.55","4,01405E+12","Bavaria","f","0"
"VH45031.3","Yoghurt Perzik/Maracuja","em","5 lt","???.55","4,0748E+12","Bavaria","f","0"
"VH45032.1","Yoghurt Aardbei","em","5 lt","???.55","45032","Bavaria","f","0"
"VH45032.2","Yoghurt Aardbei","em","5 lt","???.55","4,01405E+12","Bavaria","f","0"
"VH45032.3","Yoghurt Aardbei","em","5 lt","???.55","4,0748E+12","Bavaria","f","0"
"VH45033.1","Yoghurt Naturel","em","5 lt","???.66","8,7114E+12","Bavaria","f","0"
"VH45033.2","Yoghurt Naturel","em","5 lt","???.66","4,0547E+12","Bavaria","f","0"
"VH45034.1","Koffiemelk","ds","12*1 lt","17.99","45034","Bavaria","f","0"
"VH46085.1","Mais korrels diepvries","ds","10 kg","38.5","46085","Bavaria","f","0"
"VH47010.1","SD Aardappel + spek","em","3 kg","???.95","47010","Bavaria","f","0"
"VH47010.2","SD Aardappel + spek","em","3 kg","???.95","8,7124E+12","Bavaria","f","0"
"VH47011.1","SD Aardappel + spek","bk","1 kg","04.???","47011","Bavaria","f","0"
"VH47030.1","SD Eiersalade 3 kg/emm","em","3 kg","???.95","47030","Bavaria","f","0"
"VH47030.2","Eiersalade","em","3 kg","???.95","8,7124E+12","Bavaria","f","0"
"VH47040.1","SD Farmersalade","em","3 kg","09.???","47040","Bavaria","f","0"
"VH47040.2","SD Farmersalade","em","3 kg","09.???","8,7124E+12","Bavaria","f","0"
"VH47041.1","SD Farmersalade","bk","1 kg","???.75","47041","Bavaria","f","0"
"VH47050.1","SD Fris-groensalade","em","3 kg","15.95","47050","Bavaria","f","0"
"VH47051.1","SD Fris-groensalade","bk","1 kg","???.45","47051","Bavaria","f","0"
"VH47052.1","SD Fris-groensalade","bk","70 gr","0","47052","Bavaria","f","0"
"VH47060.1","SD Griekse herdersalade","em","3 kg","15.95","47060","Bavaria","f","0"
"VH47061.1","SD Griekse herdersalade","bk","1 kg","06.???","47061","Bavaria","f","0"
"VH47070.1","SD Italiaanse zoetzuur","em","3 kg","???.25","47070","Bavaria","f","0"
"VH47071.1","SD Italiaanse zoetzuur","bk","1 kg","???.75","47071","Bavaria","f","0"
"VH47080.1","SD kaassalade","em","3 kg","16.95","47080","Bavaria","f","0"
"VH47081.1","SD kaassalade","bk","1 kg","???.25","47081","Bavaria","f","0"
"VH47090.1","SD Kip - kerrie salade","em","3 kg","16.95","47090","Bavaria","f","0"
"VH47100.1","SD Komkommer in room","em","3 kg","???.95","47100","Bavaria","f","0"
"VH47100.2","SD Komkommer in room","em","3 kg","???.95","3,7124E+12","Bavaria","f","0"
"VH47101.1","SD Komkommer in roomsalade","bk","1 kg","???.95","47101","Bavaria","f","0"
"VH47120.1","SD Penne Rigatte salade","em","3 kg","???.95","47120","Bavaria","f","0"
"VH47120.2","SD Penne Rigatte salade","em","3 kg","???.95","8,7124E+12","Bavaria","f","0"
"VH47121.1","SD Penne Rigatte salade","em","3 kg","04.???","8,7124E+12","Bavaria","f","0"
"VH47121.2","SD Penne Rigatte salade","em","3 kg","04.???","47121","Bavaria","f","0"
"VH47130.1","SD Waldorf salade","em","3 kg","14.???","47130","Bavaria","f","0"
"VH47130.2","SD Waldorf salade","em","3 kg","14.???","8,7124E+12","Bavaria","f","0"
"VH47130.3","SD Waldorf salade","em","3 kg","14.???","8,7124E+12","Bavaria","f","0"
"VH47131.1","SD Waldorf salade","em","3 kg","05.???","8,7124E+12","Bavaria","f","0"
"VH47131.2","SD Waldorf salade","em","3 kg","05.???","47131","Bavaria","f","0"
"VH47140.1","SD Witte kool salade","em","3 kg","09.???","47140","Bavaria","f","0"
"VH47141.1","SD Witte kool salade","bk","1 kg","03.???","47141","Bavaria","f","0"
"VH47150.1","SD Rode bieten salade","em","3 kg","14.???","47150","Bavaria","f","0"
"VH47151.1","SD Rode bieten salade","bk","1 kg","05.???","47151","Bavaria","f","0"
"VH47160.1","SD Broccoli salade","em","3 kg","16.95","47160","Bavaria","f","0"
"VH47180.1","SD Rundvlees salade","em","3 kg","???.25","47180","Bavaria","f","0"
"VH5001.1","Aardappel blok 5mm","zk","1 kg","???.55","5001","Bavaria","f","0"
"VH5002.1","Aardappel blok 8mm","zk","1 kg","???.55","5002","Bavaria","f","0"
"VH5003.1","Aardappel blok 12mm","zk","1 kg","???.55","5003","Bavaria","f","0"
"VH5004.1","Aardappel blok 20 mm","zk","1 kg","???.75","5004","Bavaria","f","0"
"VH5006.1","Aardappeljulien 3 mm","zk","1 kg","???.75","5006","Bavaria","f","0"
"VH5007.1","Aardappel stift 5mm","zk","1 kg","???.55","5007","Bavaria","f","0"
"VH5010.1","Aardappelschijf 3mm","zk","1 kg","???.55","5010","Bavaria","f","0"
"VH5011.1","AARDAPPEL SCHIJF 5MM","zk","1 KG","???.55","5011","Bavaria","f","0"
"VH5013.1","Andijvie 5mm","zk","1 kg","???.45","5013","Bavaria","f","0"
"VH5014.1","Andijvie 10mm","zk","1 kg","???.45","5014","Bavaria","f","0"
"VH5017.1","Aubergine blok 20 mm","zk","1 kg","???.95","5017","Bavaria","f","0"
"VH5022.1","Bieten blok 8mm","zk","1 kg","???.75","5022","Bavaria","f","0"
"VH5023.1","Bieten blok 5mm","zk","1 kg","???.75","5023","Bavaria","f","0"
"VH5024.1","Bieten blok 5 mm","zk","1 kg","???.75","5024","Bavaria","f","0"
"VH5027.1","Bieten stift 5mm","zk","1 kg","???.75","5027","Bavaria","f","0"
"VH5028.1","Bieten stift 8mm","zk","1 kg","???.75","5028","Bavaria","f","0"
"VH5030.1","Bieten Plak 3mm","zk","1 kg","???.75","5030","Bavaria","f","0"
"VH5033.1","Bieten Plak 3mm","zk","1 kg","???.25","5030","Bavaria","f","0"
"VH5034.1","Bleekselderij 3mm","zk","1 kg","???.25","5034","Bavaria","f","0"
"VH5034.2","Bleekselderij 3mm","zk","1 kg","???.25","8,71015E+12","Bavaria","f","0"
"VH5035.1","Bleekselderij 5mm","zk","1 kg","???.25","5035","Bavaria","f","0"
"VH5036.1","Bleekselderij 10mm","zk","1 kg","???.25","5036","Bavaria","f","0"
"VH5037.1","Bleekselderij 17mm","zk","1 kg","???.25","5037","Bavaria","f","0"
"VH5039.1","Bloemkool roos grof","zk","1 kg","???.75","5039","Bavaria","f","0"
"VH5052.1","Boerenkool fijn","zk","1 kg","???.75","5052","Bavaria","f","0"
"VH5059.1","Broccoli roos grof","zk","1 kg","???.75","8,71795E+12","Bavaria","f","0"
"VH5059.2","Broccoli","kr","5 kg","0","8,71795E+12","Bavaria","f","0"
"VH5072.1","Winterwortel geel blok 12 mm","zk","1 kg","???.75","5072","Bavaria","f","0"
"VH5097.1","Courchette blok 8mm","zk","1 kg","???.25","5097","Bavaria","f","0"
"VH5098.1","Courchette blok 12mm","zk","1 kg","???.25","4098","Bavaria","f","0"
"VH5099.1","Courchette blok 20 mm","zk","1 kg","???.25","5099","Bavaria","f","0"
"VH5101.1","Courchette stift 5mm","zk","1 kg","???.25","5101","Bavaria","f","0"
"VH5105.1","Courchette schijf 5mm","zk","1 kg","???.25","5105","Bavaria","f","0"
"VH5111.1","Hutspot","zk","1 kg","01.???","5111","Bavaria","f","0"
"VH5114.1","Komkommer blok 5mm","zk","1 kg","01.???","5114","Bavaria","f","0"
"VH5116.1","Komkommer blok 8mm","zk","1 kg","01.???","5116","Bavaria","f","0"
"VH5119.1","Komkommer stift 5mm","zk","1 kg","01.???","5119","Bavaria","f","0"
"VH5120.1","Komkommer stift 8mm","zk","1 kg","01.???","5120","Bavaria","f","0"
"VH5122.1","Komkommer schijf 3mm","zk","1 kg","01.???","5122","Bavaria","f","0"
"VH5123.1","Komkommer schijf 5mm","zk","1 kg","01.???","5123","Bavaria","f","0"
