"ArtikelID","Omschrijving","Eenheid","Inhoud","Prijs","Barcode","Leverancier","Categorie","Subcategorie"
"HA243381","Scholfilet zw z.v.","ds","5 kg","31.59","","Bavaria","f","0"
"HA451701","Filet americain","ds","18*40 gr","???.82","9,90767E+13","Bavaria","f","0"
"HA60308","Kip drumsticks","ds","10*1 kg","140.5","9,00006E+12","Bavaria","f","0"
"HA60323","Kip dijenvlees zonder vel","ds","10 kg","34.5","9,00006E+12","Bavaria","f","0"
"HA60324","Kip dijenvlees met vel","ds","10 kg","31","9,00006E+12","Bavaria","f","0"
"HA60324","Kip dijenvlees met vel","ds","10 kg","31","9,00006E+12","Bavaria","f","0"
"HA60406","Rostibroodjes mini","ds","","24.76","9,00144E+12","Bavaria","f","0"
"HA60578","V.Oester met champ saus","bk","","45.11","60578","Bavaria","f","0"
"HA60579","Kip dijenvlees met paprika saus","bk","","32.56","60579","Bavaria","f","0"
"HA60580","Rundvlees met uienjus","bk","","31.???","60580","Bavaria","f","0"
"HA60581","Zalm met hollandse saus","bk","","41.46","60581","Bavaria","f","0"
"HA60582","Zalm pangarol met kreeftensaus","bk","","50.36","60582","Bavaria","f","0"
"HA60700","Aardappel mini gratin","ds","180 * 50 gr","40.5","4,00436E+12","Bavaria","f","0"
"HA60800","Kip dijsate 180 gr gegaard","ds","7,2 kg","71.95","8,71731E+12","Bavaria","f","0"
"HA61101","Gegr kiphaasjes","zk","2,5 kg","0","4,00407E+12","Bavaria","f","0"
"HA61279","Danone aardbei","tr","6*2*135gr","04.???","","Bavaria","f","0"
"HA61280","Danone naturel","pk","6*2*135gr","04.???","","Bavaria","f","0"
"HA61281","Danone perzik","pk","6*2*135gr","04.???","","Bavaria","f","0"
"HA61301","Mini danish mix","ds","110 st","29","5,41263E+12","Bavaria","f","0"
"HA61601","IJS Vanille Ijs suikervry 6x8x100g","ds","6 * 8 * 100 gr","23.???","5,41041E+12","Bavaria","f","0"
"HA61602","TB Koffie Verkeerd 6x750ml","ds","6 * 750 ml","16.15","5,41041E+12","Bavaria","f","0"
"HA61603","TB Hollandse Chipolata 6x750ml","ds","6 * 750 ml","15.???","5,41041E+12","Bavaria","f","0"
"HA61604","TB Zaanse Cacao 6x750ml","ds","6 * 750 ml","15.???","5,41041E+12","Bavaria","f","0"
"HA61605","TB Haagse Bitterkoekjes 6x750","ds","6 * 750 ml","15.???","5,41041E+12","Bavaria","f","0"
"HA61606","TB Brab. Aardbeien TB 6x750ml","ds","6 * 750 ml","15.???","5,41041E+12","Bavaria","f","0"
"HA61607","TB Appeltaart Gr.moeders TB 6x750","ds","6 * 750 ml","16.15","5,41041E+12","Bavaria","f","0"
"HA61608","TB Goudse stroopwafel 6x750ml","ds","6 * 750 ml","16.15","5,41041E+12","Bavaria","f","0"
"HA61609","TB Hangop m. frambozen 6x750ml","ds","6 * 750 ml","16.15","5,41041E+12","Bavaria","f","0"
"HA61610","IJs Mokka Roomijs 5l BA","bk","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61611","IJs Rum Rozijnen Caddy Gelato BA","bk","5 lt","???.95","5,41041E+12","Bavaria","f","0"
"HA61612","IJs Stracciatella Roomijs 5l","bk","5 lt","???.75","5,41041E+12","Bavaria","f","0"
"HA61613","IJs Chocolade ijs 5l","bk","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61614","IJs Pistache ijs 5l","bk","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61616","IJs Vanille ijs Valk 5l","bk","5 lt","???.49","5,41041E+12","Bavaria","f","0"
"HA61617","IJs Aardbei ijs 5l","bk","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61618","IJs Banaan ijs 5l","bk","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61619","IJs Ronde ijstaart vanille 3x1,5Lt","ds","3 * 1,5 lt","13.21","5,41041E+12","Bavaria","f","0"
"HA61620","IJs Nougatine ijstaart 3x1,5 lt","ds","3 * 1,5 lt","13.21","5,41041E+12","Bavaria","f","0"
"HA61621","IJs Cassata 4x1,5 lt","ds","4 * 1,5 lt","23.99","8,71135E+12","Bavaria","f","0"
"HA61622","Zaanse cacao spuitzak 4x1,5 lt","ds","4 * 1,5 lt","15.65","5,41041E+12","Bavaria","f","0"
"HA61623","Bitterkoekjes spuitzak 4x1,5Lt","ds","4 * 1,5 lt","15.65","5,41041E+12","Bavaria","f","0"
"HA61624","IJs Kaneel roomijs 5l","bk","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61639","IJs Hazelnoot Ijs Gelato Antonio","ds","5 lt","???.99","5,41041E+12","Bavaria","f","0"
"HA61700","Bloemkool 35-60mm 4x2.5kg","ds","4 * 2,5 kg","???.95","8,71082E+12","Bavaria","f","0"
"HA61701","Gebroken Bonen 3-4 cm 4x2.5kg","ds","4 * 2,5 kg","???.95","8,71082E+12","Bavaria","f","0"
"HA61702","Hele bonen 8-9 mm 4x2.5kg","ds","4 * 2,5 kg","10.???","8,71082E+12","Bavaria","f","0"
"HA61704","Tuinbonen 16-22mm fijn 4x2.5kg","ds","4 * 2,5 kg","16.???","8,71082E+12","Bavaria","f","0"
"HA61705","Broccoli 30-50mm IQF 2x2.5kg","ds","2 * 2,5 kg","???.75","8,71082E+12","Bavaria","f","0"
"HA61707","Paprikastrips rd/gn 5mm4x2.5kg","ds","4 * 2,5 kg","13.65","8,71082E+12","Bavaria","f","0"
"HA61708","Schorseneren 3-5cm 4x2.5kg","ds","4 * 2,5 kg","21.???","8,71082E+12","Bavaria","f","0"
"HA61709","Broccoli mix","ds","4 * 2,5 kg","13.???","8,71082E+12","Bavaria","f","0"
"HA61710","Wortel wedges 4x2.5kg","ds","4 * 2,5 kg","10.???","8,71082E+12","Bavaria","f","0"
"HA61711","Bladspinazie gep.60gr 4x2.5kg","ds","4 * 2,5 kg","???.99","8,71082E+12","Bavaria","f","0"
"HA61712","Zure kersen zonder pit 2x2.5kg","ds","2 * 2,5 kg","13.61","8,71082E+12","Bavaria","f","0"
"HA61713","Bosvruchten mix 2x2.5kg","ds","2 * 2,5 kg","15.51","8,71082E+12","Bavaria","f","0"
"HA61714","Mexico mix 4x2.5kg","ds","4 * 2,5 kg","???.95","8,71082E+12","Bavaria","f","0"
"HA61715","Euro-mix 4x2.5kg","ds","4 * 2,5 kg","13.75","8,71082E+12","Bavaria","f","0"
"HA61719","Rodekool met appel 4x2.5kg","ds","4 * 2,5 kg","12.???","8,71082E+12","Bavaria","f","0"
"HA61720","Erwten extra Fijn<7.5mm4x2.5kg","ds","4 * 2,5 kg","13.???","8,71082E+12","Bavaria","f","0"
"HA61721","Waspeen gesneden6-14mm 4x2.5kg","ds","4 * 2,5 kg","09.???","8,71082E+12","Bavaria","f","0"
"HA61722","Boerenkool Portie 4x2.5kg BA","ds","4 * 2,5 kg","???.86","8,71082E+12","Bavaria","f","0"
"HA61723","Spruiten 25-32 4x 2.5 kg","ds","4 * 2,5 kg","10.???","8,71082E+12","Bavaria","f","0"
"HA61727","Hele bonen extrafijn 7,5mm 5kg","ds","5 kg","???.88","8,71082E+12","Bavaria","f","0"
"HA61728","Bloemkool Oerlemans","zk","2,5 kg","0","61728","Bavaria","f","0"
"HA61728","Oerlemans bloemkool","ds","2*2,5 kg","???.49","8,71082E+12","Bavaria","f","0"
"HA61729","Oerlemans romanesco","ds","5 kg","0","","Bavaria","f","0"
"HA61800","Pain parisien wit18x400g stokb","ds","18 * 400 gr","???.33","8,71797E+12","Bavaria","f","0"
"HA61801","Baguette wit 28x250gr","ds","28 * 250 gr","???.49","8,71797E+12","Bavaria","f","0"
"HA61806","Kaiserbroodje sesam 100x65gr","ds","100 * 65 gr","???.97","8,71797E+12","Bavaria","f","0"
"HA61809","Schnittbrotchen bruin","ds","100 * 65 gr","08.???","8,71797E+12","Bavaria","f","0"
"HA61810","Italiaanse bol","ds","8 zak","???.49","8,71026E+12","Bavaria","f","0"
"HA61812","Mini assorti luxe 180x35gr","ds","180 * 35 gr","16.???","8,71797E+12","Bavaria","f","0"
"HA61813","Panini tuinkruiden 63x110gr BA","ds","63 * 110 gr","16.55","8,71797E+12","Bavaria","f","0"
"HA61815","Kaiserbroodje wit 100x65gr","ds","100 * 65 gr","???.95","8,71797E+12","Bavaria","f","0"
"HA61816","Volgranenbol 60x100gr","ds","60 * 100 gr","16.35","8,71797E+12","Bavaria","f","0"
"HA61817","Milano broodje 64x100gr BA","ds","64 * 100 gr","17.???","8,71797E+12","Bavaria","f","0"
"HA61823","Mini assorti Bakzak 4x 30*35gr","ds","4 * 30 * 35 gr","15.75","8,71797E+12","Bavaria","f","0"
"HA61824","Desem vloerbr wit 9x800gr BA","ds","9 * 800 gr","17.???","8,71797E+12","Bavaria","f","0"
"HA61825","Desem vloerbr donker 9x800g BA","ds","9 * 800 gr","18.???","8,71797E+12","Bavaria","f","0"
"HA61828","Vloerbroodje Rustique 48x110g","ds","48 * 110 gr","???.25","8,71797E+12","Bavaria","f","0"
"HA61829","Focaccia naturel 29x39cm 8x750","ds","29 * 39 cm","24.99","8,71797E+12","Bavaria","f","0"
"HA61830","Focaccia meergr. 29x39cm 8x750","ds","29 * 39 cm","24.99","8,71797E+12","Bavaria","f","0"
"HA61831","Desem bol 60x100gr","ds","60 * 100 gr","23.???","8,7179E+12","Bavaria","f","0"
"HA61832","Danvo petit pain bruin","ds","24*80 gr","???.66","8,71797E+12","Bavaria","f","0"
"HA61833","Danvo petit pain wit","ds","24*80 gr","???.66","8,71797E+12","Bavaria","f","0"
"HA61834","Mini italiano bolletje","ds","180*35 gr","16.49","8,71797E+12","Bavaria","f","0"
"HA61835","Mini meergranen bolletje","ds","180*35 gr","16.49","8,71797E+12","Bavaria","f","0"
"HA61836","Joepies hartig","ds","180 * 15 gr","22.22","8,71926E+12","Bavaria","f","0"
"HA61837","Joepies zoet","ds","180 * 15 gr","22.22","8,71926E+12","Bavaria","f","0"
"HA61839","Dough frisse witte","ds","5 st","16.65","8,71797E+12","Bavaria","f","0"
"HA61841","Stoere donker","ds","5 * 1400 gr","16.65","8,71797E+12","Bavaria","f","0"
"HA61900","Forel 240-260gr BA","ds","5 kg","22.76","9,00006E+12","Bavaria","f","0"
"HA61901","Roodbaars filets 180- 220gr 5kg","ds","5 kg","30.32","8,71759E+12","Bavaria","f","0"
"HA61903","Tilapia filets 140-200gr 10x1kg","ds","10 * 1 kg","51.19","5,02789E+12","Bavaria","f","0"
"HA61904","Botervissteaks 180/220gr BA","ds","10 * 1 kg","98.08","8,71731E+12","Bavaria","f","0"
"HA61905","Tonijn steaks 180/200gr 10kg","ds","10 kg","83.3","8,71731E+12","Bavaria","f","0"
"HA61906","Garnaal chili 200/300 4x2,5kg","ds","4 * 2,5 kg","213.56","94413","Bavaria","f","0"
"HA61907","Pangasius fil.HM 170/220 10x1kg","ds","10 * 1 kg","27.73","8,71731E+12","Bavaria","f","0"
"HA61911","Garnaal knoflook 16/20 10kg.","ds","10 kg","172.76","8,71391E+12","Bavaria","f","0"
"HA61912","Kreeft popsicle 10x300g BA","ds","10 * 300 gr","65.46","9,00006E+12","Bavaria","f","0"
"HA61913","Zeeduivel Lotte Fil100/200g BA","ds","5 kg","107.1","9E+12","Bavaria","f","0"
"HA61914","Garnaal BT Hoso 8/12","ds","10 kg","190.62","8,71785E+12","Bavaria","f","0"
"HA61920","Forel filet gerookt","ds","100 * 100 gr","119","8,71731E+12","Bavaria","f","0"
"HA62000","Zalm snippers ger. High Seas","ds","","77.36","8,71346E+12","Bavaria","f","0"
"HA62001","Scholfilet ZH 5kg","ds","5 kg","35.03","8,71346E+12","Bavaria","f","0"
"HA62003","Tong slib 5kg","ds","5 kg","54.75","8,71734E+12","Bavaria","f","0"
"HA62006","Zalm zijde Noors ger/ges +-12k","ds","12 kg","197.76","2,33115E+12","Bavaria","f","0"
"HA62008","Zalm porties Noors 200gr 5kg","ds","5 kg","64.63","8,71346E+12","Bavaria","f","0"
"HA62009","Zalm porties Noors MH180gr 5kg","ds","5 kg","59","8,7104E+12","Bavaria","f","0"
"HA62010","Tong 400/500gr","ds","10 kg","214.99","9,00006E+12","Bavaria","f","0"
"HA62011","Graved Lachs gesn. (10KG)","ds","10 kg","173.5","9,00006E+12","Bavaria","f","0"
"HA62012","Zalm filet N. Trim C vac. 1-2kg)","ds","10 kg","112.2","9,00006E+12","Bavaria","f","0"
"HA62014","Tarbotfilet 200-400gr","ls","1 kg","23.75","62014","Bavaria","f","0"
"HA62015","Tong scharfilet HL 80/120gr HL","ds","5 kg","77","9,00006E+12","Bavaria","f","0"
"HA62016","Zeebaars filet 90-150gram","ds","5 kg","74.4","9,00006E+12","Bavaria","f","0"
"HA62017","Tong Nzee panklaar 400-500","ds","10 kg","199.9","9,00006E+12","Bavaria","f","0"
"HA62019","Zalm zijde Noors ger/ges +-12k","ds","12 kg","197.76","2,33115E+12","Bavaria","f","0"
"HA62020","Graved Lachs gesn. (10KG)","ds","10 kg","173.5","9,00006E+12","Bavaria","f","0"
"HA62021","Zalm filet trim c","ds","15 kg","146.4","9,00006E+12","Bavaria","f","0"
"HA62201","Kabeljauw rug gr.loos 200g 5kg","ds","5 kg","35.7","5,41465E+12","Bavaria","f","0"
"HA62203","Kreeft rivier Show 10x500gr BA","ds","10 * 500 gr","23.76","1,84243E+12","Bavaria","f","0"
"HA62204","Garnaal BT gep.zk 21/25 10x1kg","ds","10 * 1 kg","132.99","5,41465E+12","Bavaria","f","0"
"HA62209","Garnaal Black Tiger 16/10","ds","10 kg","151.5","","Bavaria","f","0"
"HA62301","V.Filetschnitzel gep.220g","ds","10 * 220 gr","12.???","8,71116E+12","Bavaria","f","0"
"HA62302","V.Filet cordon bleu 12x200Gr","ds","12 * 200 gr","14.???","8,71116E+12","Bavaria","f","0"
"HA62303","V.Filetschnitzel gep.160g","ds","10 * 160 gr","08.???","8,71116E+12","Bavaria","f","0"
"HA62304","Kip cordon blue","ds","2,4 kg","10.???","8,71116E+12","Bavaria","f","0"
"HA62305","Borrelballetje k&k 2kg","ds","2 kg","???.49","8,71116E+12","Bavaria","f","0"
"HA62308","V.Filetschnitzel gep.100g","ds","2 kg","???.99","8,71116E+12","Bavaria","f","0"
"HA62310","Beef burger Angus 24x225g","ds","24 * 225 gr","30.75","8,71116E+12","Bavaria","f","0"
"HA62312","Kip nugget toekan 6x1kg","ds","6 * 1 kg","14.64","8,71116E+12","Bavaria","f","0"
"HA62314","V. Schnitzels","ds","10 * 220 gr","???.99","9,71586E+12","Bavaria","f","0"
"HA62316","V.Schnitzels 140 gr","ds","10 * 140 gr","07.???","8,71116E+12","Bavaria","f","0"
"HA62317","Agnus hamburger","ds","42 * 150 gr","37.5","","Bavaria","f","0"
"HA62400","Eieren gekookt gepeld","em","120 st","17","9,00006E+12","Bavaria","f","0"
"HA62402","Heelei scharrel 10x1kg","bi","10 * 1 kg","29.76","5,41267E+12","Bavaria","f","0"
"HA62403","Roereimix vloeibaar 6x1liter","tr","6 * 1 lt","17.86","5,41267E+12","Bavaria","f","0"
"HA62700","Timo Toekan Pannenkoek 24cm","ds","15 st","???.99","87126001985","Bavaria","f","0"
"HA62701","Flensje naturel 18cm 30x40gr","ds","30 * 40 gr","???.61","8,71268E+12","Bavaria","f","0"
"HA62702","American Pancakes 12cm 120x35g","ds","120 * 35 gr","21.???","8,71268E+12","Bavaria","f","0"
"HA62703","Brusselsewafel Big 24x80gr","ds","24 * 80 gr","???.44","8,71268E+12","Bavaria","f","0"
"HA62704","Poffertjes Bulk doos 3.7kg","ds","3,7 kg","14.99","8,71268E+12","Bavaria","f","0"
"HA62705","Pannekoek Naturel 30cm 290g BA","ds","30 * 290 gr","15.25","8,71268E+12","Bavaria","f","0"
"HA62800","Frituurvet vlb. Horecamaxx 10l","em","10 lt","15.15","8,71045E+12","Bavaria","f","0"
"HA62801","Bak&Braad vlb Horecamaxx 10l","em","10 lt","14.85","8,71045E+12","Bavaria","f","0"
"HA62803","Horecamaxx Bak&Braad vast 10kg","ds","10 kg","14.33","8,71045E+12","Bavaria","f","0"
"HA62804","Van der Valk Satesaus K&K","em","10 lt","17.89","8,71045E+12","Bavaria","f","0"
"HA62901","Croissant marg.DLF. 80x55gr","ds","80 * 55 gr","17.25","1,32918E+13","Bavaria","f","0"
"HA62902","Mini duo banketbak.r 120x35g","ds","120 * 35 gr","25.65","1,32918E+13","Bavaria","f","0"
"HA62903","Mini duo appel-ahorn 120x35g","ds","120 * 35 gr","25.65","1,32918E+13","Bavaria","f","0"
"HA63000","Soepbal Grootverbruik Valk 2kg","ds","2 kg","???.25","9,00006E+12","Bavaria","f","0"
"HA63002","V.Haas Hollands 4x5x250g","ds","5 kg","35.15","9,00006E+12","Bavaria","f","0"
"HA63003","Kuikenvlees","ds","2 * 2,5 kg","28.25","9,00006E+12","Bavaria","f","0"
"HA63004","Rundvlees klassiek 3x2kg","ds","3 * 2 kg","41","9,00006E+12","Bavaria","f","0"
"HA63005","Wildgoulash Superieur","ds","2 kg","43","9,00006E+12","Bavaria","f","0"
"HA63006","V.haas hollands 4*5*220","ds","4 * 5 * 220 gr","35.15","9,00006E+12","Bavaria","f","0"
"HA63200","Kalfs lever bl.geportion120g","ds","6 kg","47.44","4,00005E+13","Bavaria","f","0"
"HA63201","Kalfs tong blank","ds","5 kg","100.56","4,00004E+13","Bavaria","f","0"
"HA63203","Kalfs lever","ds","5 kg","44.75","4,00005E+13","Bavaria","f","0"
"HA63204","Kalfs tong blank","ds","15 kg","89.4","8,71325E+12","Bavaria","f","0"
"HA63402","Pepperoni salami vapiano","pk","1 kg","???.33","4,01035E+12","Bavaria","f","0"
"HA63406","Aviko crunch","ds","5 * 2,5 kg","11","8,71045E+12","Bavaria","f","0"
"HA63601","Longeur tiramisu Longeur","ds","6 * 700 gr","57.22","5,41348E+12","Bavaria","f","0"
"HA63602","Longeur Assorti 6srt 6x700gr","ds","6 * 700 gr","65.49","5,41348E+12","Bavaria","f","0"
"HA63603","Patisserie du chef bosvruchten baverois","ds","","57.22","5,41348E+12","Bavaria","f","0"
"HA63604","Longeur Peer karamel","ds","6 * 700 gr","57.22","5,41348E+12","Bavaria","f","0"
"HA63605","Croissants","ds","6,75 kg","17.17","1,34612E+12","Bavaria","f","0"
"HA63613","Mixed box mini muffins","ds","150 st","14.25","5,41348E+12","Bavaria","f","0"
"HA63614","Mixed box mini donuts","ds","90 st","???.85","5,41348E+12","Bavaria","f","0"
"HA63705","Bitterbal 15%vlees 100x20gValk","ds","100 * 20 gr","???.65","8,71086E+12","Bavaria","f","0"
"HA63706","Kroket 15% vlees 28x90g Valk","ds","28 * 90 gr","06.???","8,71086E+12","Bavaria","f","0"
"HA63708","Frikandel Horeca Extra","ds","40 stuks","???.25","8,71086E+12","Bavaria","f","0"
"HA63709","Bitterbal 10% vlees","ds","100 * 20 gr","???.65","8,71086E+12","Bavaria","f","0"
"HA63800","Kroket Sterklasse Valk 24x100g","ds","24 * 100 gr","06.???","8,71152E+12","Bavaria","f","0"
"HA63801","Bitterbal Sterklas Valk 60x30g","ds","60 * 30 gr","???.15","8,71152E+12","Bavaria","f","0"
"HA64000","Haring maatjesfilet ds 6x10x70g","ds","6 * 10 * 70 gr","56.85","8,71041E+12","Bavaria","f","0"
"HA64001","Kibbeling voorgebakken 2,5 kg","ds","2,5 kg","15.99","8,71041E+12","Bavaria","f","0"
"HA64300","Kookroom Culicr?me 12X1Liter","ds","12 * 1 lt","24.78","5,41151E+11","Bavaria","f","0"
"HA64301","Slagroom Gesuikerd 37% 6X2Lite","ds","6 * 2 lt","38.51","5,41151E+12","Bavaria","f","0"
"HA64400","Aardappel Gratin 15x12x50g","ds","15 * 12 * 50 gr","48.5","4,00436E+12","Bavaria","f","0"
"HA64501","Surimi Seafood Chunks 20x500g","ds","20 * 500 gr","30.95","8,71124E+12","Bavaria","f","0"
"HA64502","Zeevruchten Cocktail","ds","Stuk 8","39.9","8,71124E+12","Bavaria","f","0"
"HA64503","Zeevruchten Cocktail","ds","Stuk 9","40.9","8,71124E+12","Bavaria","f","0"
"HA64504","Zeevruchten Cocktail 10kg","ds","","55.55","9,00006E+12","Bavaria","f","0"
"HA64600","Tarte Tatin 1 Persoons 50x120g","ds","50 * 120 gr","46.81","3,18767E+12","Bavaria","f","0"
"HA64601","IJS Nougat Ijstaart 1pers 3x12x80g","ds","3 * 12 * 80 gr","49.15","3,18767E+12","Bavaria","f","0"
"HA64700","Mosselen DV 150/250gr 10x1kg","ds","10 * 1 kg","41.66","8,71059E+12","Bavaria","f","0"
"HA64703","Mosselkrokantjes DV 5x1kg","ds","5 * 1 kg","22.99","8,71062E+12","Bavaria","f","0"
"HA64801","Roomboter Cups Valk 200x10gr","ds","200 * 10 gr","???.98","8,71209E+12","Bavaria","f","0"
"HA64900","Waardse R.carpaccio 8x10x100gr","ds","8 * 10 * 100 gr","140.02","9,00006E+12","Bavaria","f","0"
"HA64901","Staartstuk USA Beef B.A.","ds","17 kg","330.65","9,00006E+12","Bavaria","f","0"
"HA64902","Waardse carpaccio 10x10x60gr","ds","10 * 10 * 60 gr","105.02","9,00006E+12","Bavaria","f","0"
"HA64903","Waardse carpaccio","ds","6 * 20 * 45 gr","94.5","9,00006E+12","Bavaria","f","0"
"HA64904","Vitello Tonato 10x10x80gram","ds","10 * 10 * 80 gr","180.4","9,00006E+12","Bavaria","f","0"
"HA64905","Ibericospies 2x25x80gram","ds","2 * 25 * 80 gr","85.95","9,00006E+12","Bavaria","f","0"
"HA64907","Waardse R.carpacio","ds","8*10*100","140.02","9,00006E+12","Bavaria","f","0"
"HA64908","Waardse carpacio buffet","ds","10*350 gr","61.3","9,00006E+12","Bavaria","f","0"
"HA65100","Appelmoes nestor","krimp","3 * 5 lt","14.65","8,71582E+12","Bavaria","f","0"
"HA65302","Kaas carpaccio Bakje 4x0.5kg","ds","4 * 500 gr","35.96","8,71087E+12","Bavaria","f","0"
"HA65308","Geitenkaas op matje 1kg","ds","1 kg","???.68","29002080101","Bavaria","f","0"
"HA65309","Kaas Partypack Gouda 10x175gr","ds","10 * 175 gr","21.55","8,71087E+12","Bavaria","f","0"
"HA65310","Brie Neutre rechthoek 1kg","st","1 kg","???.65","5,43102E+11","Bavaria","f","0"
"HA65311","Kaas Partypack Kruiden 10x175g","ds","10 * 175 gr","23.75","8,71087E+12","Bavaria","f","0"
"HA65312","Kaas Partypack Old Hol 10x175g","ds","10 * 175 gr","25.96","8,71087E+12","Bavaria","f","0"
"HA65313","Kaasblokje Jng Belegen 4x0,7kg","ds","4 * 700 gr","32.15","8,71087E+12","Bavaria","f","0"
"HA65314","Kasarella grof 4x1kg","ds","4 * 1 kg","34.85","8,71087E+12","Bavaria","f","0"
"HA65316","Kaas Gouda JB +/- 4x2x25 plaks","ds","4 * 1 kg","27.???","8,71087E+12","Bavaria","f","0"
"HA65317","Kaas Gouda Komijn +/- 4x2x25pl","ds","4 * 1 kg","34.66","8,71087E+12","Bavaria","f","0"
"HA65318","Kaas Gouda Oud +/- 4x2x25plaks","ds","4 * 1 kg","36.31","8,71087E+12","Bavaria","f","0"
"HA65320","Gouda Rasp Grof 5 zak a 2kg BA","ds","5 * 2 kg","53.01","8,71087E+12","Bavaria","f","0"
"HA65321","Gran padano flakes","ds","6 kg","79.99","8,01856E+12","Bavaria","f","0"
"HA65600","Ontbijtmix Zoete Kof.Br150x30g","ds","150 * 30 gr","22.75","3,24828E+12","Bavaria","f","0"
"HA65601","Croissant PAC 68*65gr","ds","68 *65 gr","???.99","3,24828E+12","Bavaria","f","0"
"HA65800","Kip spies Duca 3x2000 gr","ds","3 * 2 kg","55.3","8,71777E+12","Bavaria","f","0"
"HA66000","Ontbijt Grillworstje Naturel","ds","5 kg","20.95","9,00007E+12","Bavaria","f","0"
"HA66502","Kip vleugels gem/geg 10kg","ds","10 kg","49.6","4,00407E+12","Bavaria","f","0"
"HA66503","Kip sate gegaard 72x50 gram","ds","72 * 50 gr","33.65","8,71328E+12","Bavaria","f","0"
"HA66600","Beslagmix dijkhuizer","em","7 lt","11.???","9,00007E+12","Bavaria","f","0"
"HA66700","Makreel filet assorti 6x1kg","ds","6 * 1 kk","63.2","9,00007E+12","Bavaria","f","0"
"HA66802","Roodbaars Red sn geport.180-200grBA","ds","10 kg","127.9","9,00007E+12","Bavaria","f","0"
"HA66803","Tong zalmrollen 60-80 gr","ds","5 kg","44.5","9,00007E+12","Bavaria","f","0"
"HA66900","Soepkipmix 30 mm 4*2,5kg","ds","4 * 2,5 kg","58.91","5,42501E+12","Bavaria","f","0"
"HA67100","Coupewaaier Valk","ds","12 pak","138.55","9,00007E+12","Bavaria","f","0"
"HA67202","Paling filet gerookt 6x1kg BA","ds","6 kg","206.75","9,00007E+12","Bavaria","f","0"
"HA67700","Kruidenboter toefjes 15gr 5kg","ds","5 kg","39.54","8,71244E+12","Bavaria","f","0"
"HA67701","Kruidenboter rol vers 8x500gr","ds","8 * 500 gr","30.99","8,71244E+12","Bavaria","f","0"
"HA67702","Zeezoutboterrol 500gr","ds","8 * 500 gr","33.5","8,71244E+12","Bavaria","f","0"
"HA67703","Truffelboterrol 500 gr","ds","8 * 500 gr","38.5","8,71244E+12","Bavaria","f","0"
"HA67901","Mccain freeze chill","ds","5*2,5 kg","???.55","8,71044E+12","Bavaria","f","0"
"HA67903","Friet Favorita","ds","5*2,5 kg","07.???","","Bavaria","f","0"
"HA67904","Dollar Chips 4*2.5kg","ds","4 * 2,5 kg","???.45","8,71044E+12","Bavaria","f","0"
"HA67905","Friet Freeze Chill 14mm 5*2.5k","ds","5 * 2,5 kg","???.55","8,71044E+12","Bavaria","f","0"
"HA67906","Pommes Noisettes 4*2.5k McCain","ds","4 * 2,5 kg","???.75","9,00007E+12","Bavaria","f","0"
"HA68100","Kip nugget","ds","12 * 1 kg","43.95","7,89152E+12","Bavaria","f","0"
"HA68101","Kiphaasjes gegrild k&k 4x2.5k","ds","4 * 2,5 kg","57.5","7,88162E+12","Bavaria","f","0"
"HA68303","Tong Nzee panklaar 400-500gr","ds","10 kg","238","9,00007E+12","Bavaria","f","0"
"HA68319","Tong Nzee panklaar 450-550gr","ds","10 kg","222.22","68319333000","Bavaria","f","0"
"HA68319","Tong Nzee panklaar 450-550gr","ds","10 kg","222.22","68319333000","Bavaria","f","0"
"HA68320","Tong slib 120-160gr","ds","5 kg","55","8,71792E+12","Bavaria","f","0"
"HA68400","Bouillonpoeder Valk","em","8 kg","34.75","9,00007E+12","Bavaria","f","0"
"HA68401","Espagnolepoeder Valk","em","6 kg","34.15","9,00007E+12","Bavaria","f","0"
"HA68500","Huzarensalade Culinair Valk","em","10 kg","???.24","8,7124E+12","Bavaria","f","0"
"HA68600","Haan half bilal 12x400gr","ds","12 st","21.25","9,00007E+12","Bavaria","f","0"
"HA69103","Croissant Boter 70x60gr","ds","70 * 60 gr","13.???","9,00007E+12","Bavaria","f","0"
"HA69104","Focaccia naturel 9x450gram","ds","9 * 450 gr","???.51","8,7124E+12","Bavaria","f","0"
"HA69105","Partykoffer 4x 20mini ciabatta","ds","4 * 20 st","33.42","5,42E+12","Bavaria","f","0"
"HA69106","Mini ciabatta Natuur 200*40gr","ds","200*40gr","24.24","5,90826E+12","Bavaria","f","0"
"HA69107","Mini ciabatta Mout","ds","200*40gr","24.24","5,90826E+12","Bavaria","f","0"
"HA69108","Croissant RB Frans","ds","140*70gr","29.???","8,71431E+12","Bavaria","f","0"
"HA69214","Landbrood","ds","1 kg","13.???","8,71795E+12","Bavaria","f","0"
"HA69215","Landbrood meerzaden","ds","1 kg","15.???","8,71795E+12","Bavaria","f","0"
"HA69216","Dezem bolletje nat","ds","120 st","50","8,71887E+12","Bavaria","f","0"
