Sligro;ivp;vp;maat;eh;Sligro artikelomschrijving;prijs;Categorie;Subcategorie;barcode;Leverancier
101979.1;1;pt;0.98;lt;Maggi paddenstoelenfond geconcentreerd;14.25;f;Vlees- vis en groentesauzen;7613033969393;Sligro
101903.1;1;bk;1;lt;Chef demi glace kant&klaar;8.55;f;Vlees- vis en groentesauzen;7613033969430;Sligro
377790.1;1;bk;1;lt;Chef schaaldierenfond kant&klaar;10.02;f;Vlees- vis en groentesauzen;7613033969577;Sligro
377839.1;1;bk;1;lt;Chef gevogeltefond kant&klaar;10.02;f;Vlees- vis en groentesauzen;7613033969591;Sligro
377855.1;1;pt;1;lt;Maggi kippenfond geconcentreerd;13.11;f;Vlees- vis en groentesauzen;7613033970085;Sligro
378063.1;6;pk;20;st;Nescafe original stick 20x1.8g;1.63;d;Koffie, cacao & oploskoffie;7613034382344;Sligro
377651.1;1;pt;1;lt;Maggi kreeftenfond geconcentreerd;18.91;f;Vlees- vis en groentesauzen;7613034535429;Sligro
597222.1;28;st;60;gr;Lion 2pack;0.57;f;Bars en tabletten singles;7613034917041;Sligro
727262.1;1;ds;1;kg;Nesquik cacaopoeder;3.57;d;Koffie, cacao & oploskoffie;7613034939142;Sligro
915174.1;1;ds;120;cp;Hero extra confiture kers 120 cups;13.09;f;Boterhamartikelen;7614200084031;Sligro
184469.1;1;ds;216;cp;Hero extra confiture aardbei 216 cups;23.28;f;Boterhamartikelen;7614200096904;Sligro
184427.1;1;ds;120;cp;Hero extra confiture abrikoos 120 cups;13.09;f;Boterhamartikelen;7614200097680;Sligro
184388.1;1;st;;;Taski tapi antigum, kauwgumverwijderaar;9.31;o;Reinigingsmiddelen;7615400032686;Sligro
12497.1;1;st;;;Suma gel force d3.2 gelreinigingsmiddel;31.54;o;Reinigingsmiddelen;7615400039272;Sligro
165562.1;1;st;;;Suma inox-d7.1     onderhoudsm.rvs,spray;15.06;o;Reinigingsmiddelen;7615400050321;Sligro
165546.1;1;st;;;Suma tab d4 desinfectietablet;22.90;o;Reinigingsmiddelen;7615400058150;Sligro
165821.1;1;st;;;Andy allesreiniger vertrouwd, prof.;7.84;o;Reinigingsmiddelen;7615400072286;Sligro
165800.1;1;st;;;Andy prof.allesreiniger citroen fris;7.74;o;Reinigingsmiddelen;7615400072316;Sligro
165460.1;1;st;;;Cif professional oven&grillspray;5.18;o;Reinigingsmiddelen;7615400106851;Sligro
53281.1;1;st;;;Suma grill d9, oven-/grillreiniger;15.30;o;Reinigingsmiddelen;7615400130177;Sligro
53346.1;1;st;;;Omo professional 125 scoops;41.75;o;Wasmiddelen;7615400158720;Sligro
745427.1;1;st;;;Omo professional color, 125 scoops;41.75;o;Wasmiddelen;7615400158744;Sligro
745435.1;1;st;;;Suma calc d5, ontkalkingsmiddel vaatwas;16.96;o;Reinigingsmiddelen;7615400164813;Sligro
394153.1;1;st;;;Cif professional keukenontvetter;21.66;o;Reinigingsmiddelen;7615400173143;Sligro
756635.1;1;st;;;Suma cafe clean c2,4;17.81;o;Reinigingsmiddelen;7615400174911;Sligro
905357.1;1;st;;;Soft care sensisept desinfect.zeep h34;15.44;o;Cosmetica;7615400180004;Sligro
438766.1;1;st;;;Sun professional vaatwaspoeder, normaal;34.53;o;Afwas- & vaatmiddelen;7615400196289;Sligro
438805.1;1;ds;100;st;Taski allegro werkdoekjes blauw  38x40cm;46.55;o;Schoonmaakartikelen;7615400737987;Sligro
258205.1;1;ds;100;st;Taski allegro werkdoekjes geel   38x40cm;46.55;o;Schoonmaakartikelen;7615400738007;Sligro
409607.1;6;pk;260;gr;Lu bastogne original;1.35;d;Koek & banket retail;7622210474391;Sligro
368296.1;1;st;400;gr;Zueger mozzarella plakken vers;3.23;f;Kaas buitenland verpakt;7640101092035;Sligro
368181.1;1;ds;500;st;Canderel zoetstof               500x0,5g;8.74;d;Suiker & zoetstoffen;7640110700952;Sligro
165517.1;1;zk;15;kg;Naturecrops bio quinoa zaden;11.73;f;Rijst;7798136230301;Sligro
165423.1;1;fl;75;cl;Chardonnay reserva estate edwards;4.70;d;Wijnen;7804414001102;Sligro
165520.1;3;fl;690;gr;Grand italia sugo casa traditioneel;2.36;f;Tomaten en pastasauzen;8000050016244;Sligro
756363.1;3;bl;400;gr;Grand’italia polpabella;1.17;f;Tomaten en pastasauzen;8000050405000;Sligro
465043.1;6;pk;125;gr;Grissini soepstengels;0.66;f;Soepbenodigdheden;8000050828816;Sligro
89902.1;1;zk;3;kg;Grand italia penne rigate;6.60;f;Pasta;8000050839508;Sligro
89910.1;1;zk;3;kg;Grand italia spaghetti;5.89;f;Pasta;8000050839607;Sligro
677344.1;1;fl;70;cl;Vecchia romagna nera;13.25;d;Gedistilleerd;8000060100247;Sligro
677190.1;1;bl;250;gr;Lavazza koffie espresso decafe, blik;3.91;d;Koffie, cacao & oploskoffie;8000070011052;Sligro
677174.1;1;zk;1;kg;Lavazza bonen qualita oro;13.12;d;Koffie, cacao & oploskoffie;8000070020559;Sligro
51116.1;1;pk;1;kg;Lavazza gran aroma bar;13.92;d;Koffie, cacao & oploskoffie;8000070025035;Sligro
570644.1;1;pk;1;kg;Lavazza koffie bonen c&a;13.11;d;Koffie, cacao & oploskoffie;8000070025400;Sligro
77471.1;1;st;200;gr;Urbani salsa zomertruffel/champignon;7.79;f;Olijven en antipasti;8000146034541;Sligro
908753.1;1;st;500;gr;Urbani salsa zomertruffel/champignon;15.87;f;Olijven en antipasti;8000146034565;Sligro
863369.1;1;st;1.5;kg;Galbani ricotta vallelata;9.45;f;Kaas buitenland verpakt;8000430193213;Sligro
51289.1;3;bl;425;ml;Victoria kikkererwten(chick peas)in wat.;0.79;f;Groenteconserven, peulvruchten;8000483159808;Sligro
570636.1;3;bl;425;ml;Victoria red kidney beans;1.11;f;Groenteconserven, peulvruchten;8000483300163;Sligro
77081.1;1;bl;2.65;lt;Victoria kikkererwten(chick peas)in wat.;3.09;f;Groenteconserven, peulvruchten;8000483300248;Sligro
13192.1;1;ds;120;st;Nutella hazelnootpasta;22.80;f;Boterhamartikelen;8000500106877;Sligro
77073.1;6;pt;170;gr;Drogheria & alimentari himalayazout;1.58;f;Kruiden en specerijen;8000505002433;Sligro
13150.1;20;st;120;ml;Ola magnum classic;1.26;f;Ijs en pudding;8000920500200;Sligro
13184.1;20;st;120;ml;Ola magnum white;1.26;f;Ijs en pudding;8000920500217;Sligro
494725.1;6;st;360;ml;Ola magnum mini snacksize 6st;0.63;f;Ijs en pudding;8000920580806;Sligro
280299.1;48;st;75;ml;Ola sinassplit;0.45;f;Ijs en pudding;8000920703397;Sligro
841854.1;1;ds;3.75;lt;Ola my cornetto vanille;16.29;f;Ijs en pudding;8000920779507;Sligro
185460.1;1;st;;;Bormioli rocco beugelfles 1l;2.57;o;Glaswerk;8001023362900;Sligro
185818.1;1;fl;70;cl;Di saronno originale amaretto 28%;16.60;d;Gedistilleerd;8001110016341;Sligro
186505.1;1;pk;500;gr;Medusa zongedroogde tomaten in olie;4.70;f;Koelverse tapas;8001115887748;Sligro
257204.1;1;ls;;;Bormioli rocco misure karaf 1ltr;3.75;o;Glaswerk;8001133841708;Sligro
257149.1;1;zk;3;kg;Dececco pasta spaghetti;10.17;f;Pasta;8001250180124;Sligro
841668.1;1;zk;250;gr;Dececco pasta pappardelle;1.71;f;Pasta;8001250201010;Sligro
957176.1;1;zk;500;gr;Dececco pasta tagliatelle al uovo;3.33;f;Pasta;8001250253040;Sligro
537010.1;1;pk;250;gr;Grissin bon fagolosi rosemary;2.04;f;Toast;8001405068161;Sligro
356613.1;1;fl;70;cl;Lemoncillo;8.60;d;Gedistilleerd;8001982004811;Sligro
35267.1;1;fl;70;cl;Sambuca molinari extra 40%;13.10;d;Gedistilleerd;8002095100001;Sligro
530505.1;1;fl;75;cl;Vino noble montepulciano docg;8.50;d;Wijnen;8002153216835;Sligro
152996.1;1;fl;1;lt;Aperol;12.30;d;Gedistilleerd tot 15%;8002230000012;Sligro
26527.1;1;fl;70;cl;Aperol;8.98;d;Gedistilleerd tot 15%;8002230000302;Sligro
568862.1;1;st;250;gr;Valtalegio taleggio;3.28;f;Kaas buitenland verpakt;8002255830854;Sligro
415140.1;12;fl;75;cl;San pellegrino mineraalwater m.koolzuur;0.92;d;Waters;8002270000232;Sligro
668887.1;12;fl;75;cl;Acqua panna mineraalwater koolzuurvrij;0.92;d;Waters;8002270018466;Sligro
155782.1;1;zk;250;gr;Panealba spaccatini corti naturel;1.57;f;Toast;8002333009240;Sligro
165729.1;1;fl;75;cl;Anniversario moscato d asti docg;6.13;d;Wijnen;8002365053501;Sligro
160944.1;1;st;150;gr;Lago maggiore gorgonzola;2.33;f;Kaas buitenland verpakt;8002612001323;Sligro
775142.1;1;st;500;gr;Bonomi amaretti;2.85;d;Koek & banket grootverbruik;8002720004155;Sligro
537133.1;1;st;1;kg;Mozzarella staaf;7.93;f;Kaas buitenland verpakt;8002732050003;Sligro
920137.1;1;st;1;kg;Mozzarella bolletjes 8,5g;7.74;f;Kaas buitenland verpakt;8002732100623;Sligro
279890.1;1;st;150;gr;Mozzarella 15x10g;1.62;f;Kaas buitenland verpakt;8002732101224;Sligro
279882.1;1;st;375;gr;Mozzarella 3x125g;3.52;f;Kaas buitenland verpakt;8002732101255;Sligro
668803.1;1;st;250;gr;Ricotta;1.71;f;Kaas buitenland verpakt;8002732102603;Sligro
668798.1;1;st;250;gr;Mascarpone;2.80;f;Kaas buitenland verpakt;8002732102627;Sligro
399975.1;1;st;500;gr;Mascarpone;3.80;f;Kaas buitenland verpakt;8002732102634;Sligro
357313.1;1;st;2;kg;Mascarpone;13.92;f;Kaas buitenland verpakt;8002732102733;Sligro
269808.1;1;st;1;kg;Ricotta;6.44;f;Kaas buitenland verpakt;8002732102740;Sligro
488978.1;1;ds;10;pl;Panitaly tramezzone naturel 10 plak;8.31;f;Bake off diepvries;8002859999100;Sligro
488790.1;1;ds;10;pl;Panitaly tramezzone tomaat 10 plak;8.31;f;Bake off diepvries;8002859999117;Sligro
488669.1;1;fl;75;cl;Ca del doge vino bianco 2 l;5.32;d;Wijnen;8003030993337;Sligro
488805.1;1;fl;75;cl;Ca del doge vino rosso 2 l;5.32;d;Wijnen;8003030993344;Sligro
488782.1;1;fl;75;cl;Canei bianco;2.61;d;Wijnen;8003319024042;Sligro
34648.1;1;st;250;gr;Forte focaccia tomaat & olijf;1.85;f;Brood gaspack;8003451300103;Sligro
34656.1;1;st;;;Forte focaccia ui & oregano;1.85;f;Brood gaspack;8003451300110;Sligro
34698.1;1;st;250;gr;Forte focaccia olijf & oregano;1.85;f;Brood gaspack;8003451300127;Sligro
373291.1;1;st;;;Palmolive vloeib zeep anti geur pomp;8.79;o;Cosmetica;8003520042705;Sligro
373364.1;1;zk;1;kg;Witors gold poker;8.50;d;Bonbons;8003535005610;Sligro
313131.1;1;zk;1;kg;Witors pleasures;7.55;d;Bonbons;8003535006549;Sligro
244337.1;1;zk;1;kg;Witors selection hazelnoot;7.55;d;Bonbons;8003535007560;Sligro
436141.1;1;zk;1;kg;Witors tiramisu;8.50;d;Bonbons;8003535040772;Sligro
52311.1;1;bl;250;gr;Illy koffie cafeinevrij, gemalen;7.41;d;Koffie, cacao & oploskoffie;8003753900490;Sligro
209722.1;1;fl;70;cl;Frangelico hazelnoot likeur;12.45;d;Gedistilleerd;8004160660304;Sligro
837253.1;1;fl;75;cl;Prosecco spumante;7.55;d;Wijnen;8005829456108;Sligro
190847.1;1;fl;75;cl;Prosecco frizzante screw cap;5.94;d;Wijnen;8005829738105;Sligro
428562.1;1;fl;75;cl;Pronol rose frizzante screw cap;4.42;d;Wijnen;8005829819071;Sligro
542667.1;1;fl;70;cl;Pronol limoncello;9.95;d;Gedistilleerd;8005829977009;Sligro
502316.1;1;st;1;kg;Semenzato pane per tramezzini rood;7.13;f;Brood gaspack;8006227000337;Sligro
693337.1;1;st;1;kg;Semenzato pane per tramezzini bruin;7.13;f;Brood gaspack;8006227000641;Sligro
25686.1;1;st;1;kg;Semenzato pane per tramezzini wit;6.60;f;Brood gaspack;8006227070675;Sligro
25783.1;1;fl;50;cl;Olitalia olijfolie extra vergine;4.23;f;Olien;8007150000029;Sligro
64643.1;1;fl;50;cl;Olitalia olijfolie;4.13;f;Olien;8007150000043;Sligro
330214.1;1;fl;1;lt;Olitalia olijfolie extra vergine;6.51;f;Olien;8007150000111;Sligro
96624.1;1;fl;1;lt;Olitalia olijfolie;6.13;f;Olien;8007150000128;Sligro
236588.1;1;fl;5;lt;Olitalia zonnebloemolie;10.17;f;Olien;8007150900930;Sligro
127475.1;1;bl;5;lt;Olitalia olijfolie extra vierge;27.60;f;Olien;8007150900985;Sligro
578948.1;1;ct;5;lt;Olitalia olijfolie sansa;13.40;f;Olien;8007150901005;Sligro
510610.1;1;fl;75;cl;Le cultivar olijfolie ev umbrie;12.45;f;Olien;8007150901036;Sligro
882711.1;1;fl;25;cl;Olitalia olijfolie extra vierge chili;3.56;f;Olien;8007150901678;Sligro
143515.1;1;fl;25;cl;Olitalia olijfolie extra vierge truffel;4.13;f;Olien;8007150901692;Sligro
636644.1;1;fl;25;cl;Olitalia olijfolie extra vergine;2.52;f;Olien;8007150901784;Sligro
985959.1;1;fl;250;ml;Olitalia aceto balsamico di modena;1.85;f;Azijn en dressings;8007150901968;Sligro
188146.1;1;bl;5;lt;Olitalia olijfolie;26.84;f;Olien;8007150902828;Sligro
688620.1;1;fl;1;lt;Olitalia olijfolie sansa;3.85;f;Olien;8007150902941;Sligro
113455.1;1;fl;25;cl;Olitalia olijfolie ev porcini;4.09;f;Olien;8007150904600;Sligro
441719.1;1;fl;25;cl;Olitalia olijfolie extra vierge basilic.;3.56;f;Olien;8007150905072;Sligro
441531.1;1;st;50;cl;Olitalia table caddy;7.79;f;Olien;8007150907151;Sligro
441701.1;1;ds;;;Tgff sapdispenser 4,5liter;113.05;o;Buffet, chafers & gn-bakken;8007163206746;Sligro
673073.1;1;pk;70;gr;Corte buona bresaola;2.71;f;Vleeswaren verpakt;8007273002412;Sligro
672271.1;1;st;;;Trechter kunstst wit 14cm;1.00;o;Keukengereedschappen;8008133002443;Sligro
312046.1;1;bl;400;gr;Toschi amarenen;4.13;f;Ijsbenodigdheden;8008310030047;Sligro
142959.1;1;zk;500;gr;Rummo ll spaghetti grossi;1.19;f;Pasta;8008343200059;Sligro
142975.1;1;zk;500;gr;Rummo ll linguine;1.19;f;Pasta;8008343200134;Sligro
498677.1;1;zk;500;gr;Rummo ll mezze penne rigate;1.19;f;Pasta;8008343200288;Sligro
654914.1;1;zk;500;gr;Rummo ll lumachine;1.19;f;Pasta;8008343200394;Sligro
654922.1;1;zk;500;gr;Rummo ll fusilli;0.96;f;Pasta;8008343200486;Sligro
654930.1;1;zk;500;gr;Rummo ll penne rigate;1.19;f;Pasta;8008343200660;Sligro
631411.1;1;zk;500;gr;Rummo ll tagliatelle;1.66;f;Pasta;8008343201070;Sligro
654948.1;1;zk;500;gr;Rummo ll tagliolini nidi uovo;1.57;f;Pasta;8008343221320;Sligro
654964.1;1;zk;500;gr;Rummo ll spaghetti;2.14;f;Pasta;8008343230032;Sligro
654980.1;1;zk;500;gr;Rummo ll penne lisce;2.14;f;Pasta;8008343230599;Sligro
533574.1;1;zk;500;gr;Rummo ll farfalle;2.33;f;Pasta;8008343230858;Sligro
70181.1;1;zk;3;kg;Rummo ll spaghetti;5.75;f;Pasta;8008343240031;Sligro
634870.1;1;zk;3;kg;Rummo ll mezze penne rigate;5.94;f;Pasta;8008343240284;Sligro
713572.1;1;zk;3;kg;Rummo ll fusilli;5.75;f;Pasta;8008343240482;Sligro
793441.1;1;zk;3;kg;Rummo ll penne rigate;5.75;f;Pasta;8008343240666;Sligro
676759.1;1;zk;500;gr;Rummo bio penne rigate;1.24;f;Pasta;8008343300667;Sligro
863937.1;1;zk;250;gr;Gadeschi mini meringues drop bag;2.57;d;Patisserieprodukten;8008560006540;Sligro
863945.1;1;zk;250;gr;Gadeschi mini amaretti drop bag;2.47;d;Patisserieprodukten;8008560006557;Sligro
876299.1;1;ds;120;cp;Menz&gasser hazelnootpasta 120 cups;15.06;f;Boterhamartikelen;8008660001995;Sligro
604147.1;1;ds;100;cp;Menz&gasser light konfituur assorti;10.31;f;Boterhamartikelen;8008660708504;Sligro
973504.1;1;ds;100;cp;Menz&gasser jam assorti 4-soort 100 cp;8.17;f;Boterhamartikelen;8008660714505;Sligro
967993.1;1;ds;100;cp;Menz&gasser jam abrikoos;10.02;f;Boterhamartikelen;8008660714512;Sligro
838830.1;1;ds;100;cp;Menz&gasser jam kers;10.02;f;Boterhamartikelen;8008660714529;Sligro
746729.1;1;ds;100;cp;Menz&gasser jam aardbei;8.22;f;Boterhamartikelen;8008660714543;Sligro
770697.1;1;ds;100;cp;Menz&gasser jam bosvruchten;10.31;f;Boterhamartikelen;8008660714550;Sligro
746884.1;1;ds;100;cp;Menz&gasser jam framboos;9.83;f;Boterhamartikelen;8008660714567;Sligro
752209.1;1;ds;100;cp;Menz&gasser jam zwarte bessen;9.36;f;Boterhamartikelen;8008660714598;Sligro
467969.1;1;ds;100;cp;Menz&gasser honing;13.59;f;Boterhamartikelen;8008660730444;Sligro
465420.1;1;ds;100;cp;Menz&gasser extra jam bio assorti;11.69;f;Boterhamartikelen;8008660741129;Sligro
465438.1;1;st;2.5;kg;Menz&gasser jam abrikoos;9.03;f;Boterhamartikelen;8008660782016;Sligro
72358.1;1;st;2.5;kg;Menz&gasser jam kers;8.41;f;Boterhamartikelen;8008660782108;Sligro
543812.1;1;st;2.5;kg;Menz&gasser jam aardbei;8.94;f;Boterhamartikelen;8008660782139;Sligro
429652.1;1;ds;40;st;Piazzola pizzabodem+tomatensaus 29cm;38.87;f;Pizza diepvries;8013307202895;Sligro
430140.1;1;zk;25;kg;Semola rimacinata;28.84;f;Bakprodukten;8013971002098;Sligro
427228.1;1;zk;1;kg;Farina di grano tenero tipo 00 pasta;1.66;f;Bakprodukten;8013971006355;Sligro
427113.1;1;zk;500;gr;Conforti spaghetti inktvis;2.38;f;Pasta;8015979050774;Sligro
426777.1;1;zk;500;gr;Conforti fettuccine inktvis;2.38;f;Pasta;8015979060193;Sligro
574075.1;1;st;500;gr;Tdp tapenade van zomertruffel;14.58;f;Olijven en antipasti;8016576000032;Sligro
525474.1;1;fl;25;cl;Paolo olijfolie met zwarte truffel;7.51;f;Olien;8016576000049;Sligro
525694.1;1;st;140;gr;Tdp carpaccio van zomertruffel;17.91;f;Olijven en antipasti;8016576077775;Sligro
574083.1;1;st;130;gr;Tdp tapenade van zomertruffel;4.37;f;Olijven en antipasti;8016576770034;Sligro
574091.1;1;zk;1;kg;Risotto arborio;5.27;f;Rijst;8018102000127;Sligro
574619.1;1;st;100;gr;Delizia burrata;1.71;f;Kaas buitenland verpakt;8018731001007;Sligro
574677.1;1;st;250;gr;Delizia burrata;3.75;f;Kaas buitenland verpakt;8018731002691;Sligro
525589.1;1;st;250;gr;Mozzarella buffel reale dop;3.75;f;Kaas buitenland verpakt;8027480000025;Sligro
525709.1;1;st;125;gr;Mozzarella buffel reale dop;2.00;f;Kaas buitenland verpakt;8027480000087;Sligro
441840.1;1;st;250;gr;Mozzarella buffel 5x50g;3.75;f;Kaas buitenland verpakt;8027480000179;Sligro
441832.1;1;st;150;gr;Mozzarella buffel reale 30x5g dop;2.28;f;Kaas buitenland verpakt;8027480027107;Sligro
243085.1;1;pk;50;st;Carta fata zakken 15*20cm;24.65;o;Keukengereedschappen;8033324941164;Sligro
774057.1;1;fl;75;cl;Moscato d’asti sergio grimaldi;5.94;d;Wijnen;8033509310013;Sligro
774413.1;1;fl;250;ml;Ag cremonini balsamico glassa hot;3.75;f;Azijn en dressings;8033717730092;Sligro
774772.1;1;fl;250;ml;Cremonini balsamico di modena 4 grapes;7.41;f;Azijn en dressings;8033717730146;Sligro
360434.1;1;fl;500;ml;Ag cremonini balsamico glassa classic;5.65;f;Azijn en dressings;8033717730160;Sligro
676741.1;1;fl;250;ml;Ag cremonini balsamico glassa fig;3.75;f;Azijn en dressings;8033717730399;Sligro
574570.1;6;fl;50;cl;Bertolli olijfolie classico;4.54;f;Olien;8041790200128;Sligro
77701.1;1;pk;200;gr;Segarelli salami  casareccio;3.18;d;Droge worst;8057741640059;Sligro
77285.1;1;pk;250;gr;Espuna chorizo gesneden;4.21;f;Vleeswaren verpakt;8410060181403;Sligro
80665.1;1;mp;12;pk;Whiskas adult vlees & vis gelei 12x100g;3.09;o;Dier;8410136003189;Sligro
56247.1;1;mp;12;pk;Whiskas adult vlees & vis saus 12x100g;3.09;o;Dier;8410136004810;Sligro
56530.1;1;fl;70;cl;Licor 43 31%;19.65;d;Gedistilleerd;8410221110006;Sligro
56776.1;1;fl;70;cl;Licor 43 31%;15.35;d;Gedistilleerd;8410221110150;Sligro
55801.1;1;bk;200;gr;Chovi salsa la brava 200ml;1.14;f;Salades;8410422000540;Sligro
56006.1;1;zk;1;kg;Klaas puul rivierkreeft a la nage;2.66;f;Vis diepvries;8410547935772;Sligro
160656.1;1;fl;720;ml;Ferrer bisque de homard;4.13;f;Soepen & bouillons nat;8411026011864;Sligro
162933.1;1;fl;720;ml;Ferrer gazpacho;2.71;f;Soepen & bouillons nat;8411026031008;Sligro
162941.1;1;zk;1;kg;Pcs tapas inktvisringen gebatterd 1kg;4.78;f;Vis diepvries;8411530351081;Sligro
273386.1;1;ds;;;Bormioli rocco turbo/gina whisky 22cl;6.46;o;Glaswerk;8411712840273;Sligro
160648.1;12;st;70;ml;Menorquina vacky kinderijsje;1.61;f;Ijs en pudding;8413200062037;Sligro
183109.1;1;st;;;Menorquina tarta fantastica;4.89;f;Ijs en pudding;8413200090405;Sligro
162917.1;1;fl;75;cl;Vallformosa classic brut;5.65;d;Wijnen;8413216001037;Sligro
162894.1;12;st;70;ml;Menorquina punky kinderijsje;1.43;f;Ijs en pudding;8413396027056;Sligro
266716.1;1;pk;675;gr;Alejandro chorizo troncal;9.45;d;Droge worst;8421328100869;Sligro
742393.1;1;pk;140;gr;Carne del sol fuet knoflook;3.33;d;Droge worst;8426572933904;Sligro
742385.1;1;pk;170;gr;Carne del sol fuet chorizo;3.33;d;Droge worst;8426572943002;Sligro
413012.1;10;st;;;Sla ijsberg mk;0.66;f;Groenten en fruit dagvers;8426641005693;Sligro
46323.1;1;st;;;Perziken wild;1.85;f;Groenten en fruit dagvers;8431603000562;Sligro
910556.1;5;kg;;;Citroen               5kg;3.79;f;Groenten en fruit dagvers;8431603001934;Sligro
743658.1;1;ks;14;kg;Sinaasappel pers gr.chef  14kg;14.20;f;Groenten en fruit dagvers;8431603002733;Sligro
996544.1;1;kg;;;Sinaasappel pers;5.23;f;Groenten en fruit dagvers;8431603002832;Sligro
676165.1;1;st;;;Mandarijnen;26.55;f;Groenten en fruit dagvers;8431603003211;Sligro
675431.1;1;st;;;Perziken wild kleine doos;5.65;f;Groenten en fruit dagvers;8431603003549;Sligro
163581.1;3;st;;;Rode grapefruits 3 stuks;0.93;f;Groenten en fruit dagvers;8431603004874;Sligro
160981.1;1;st;;;Grapefruit rood;7.13;f;Groenten en fruit dagvers;8431603020317;Sligro
162098.1;1;st;;;Mandarijn mini kistje;6.60;f;Groenten en fruit dagvers;8431603030118;Sligro
986824.1;1;zk;1;kg;Smitvis inktvisringen gepaneerd 40/60;5.31;f;Vis diepvries;8432145003813;Sligro
399174.1;1;fl;75;cl;Vina eguia crianza;4.70;d;Wijnen;8433644000044;Sligro
399124.1;1;bk;100;gr;Juan luna chorizo;1.43;f;Vleeswaren verpakt;8435115009754;Sligro
162828.1;1;pk;170;gr;Juan luna fuet;1.85;d;Droge worst;8435115023279;Sligro
161165.1;1;bl;500;gr;Elbulli texturas agar;35.63;d;Patisserieprodukten;8435261900219;Sligro
369810.1;1;bl;600;gr;Elbulli texturas xantana;29.93;d;Patisserieprodukten;8435261900455;Sligro
976183.1;1;st;;;Meloen water =mt6=;3.75;f;Groenten en fruit dagvers;8436001480602;Sligro
251884.1;1;st;;;Komkommer 35/40;0.62;f;Groenten en fruit dagvers;8436001483238;Sligro
751376.1;1;st;;;Sla cogollos;2.80;f;Groenten en fruit dagvers;8436006182051;Sligro
995962.1;1;st;;;Meloen water mini;2.38;f;Groenten en fruit dagvers;8437004979872;Sligro
511394.1;1;rl;180;gr;Paiarrop vijgen en amandelrol;2.38;f;Brood gaspack;8437006555500;Sligro
778637.1;1;fl;75;cl;Ophalum albarino;5.65;d;Wijnen;8437008356051;Sligro
778661.1;1;fl;1;lt;Hellmann’s dressing caesar;4.85;f;Azijn en dressings;8593838936952;Sligro
799390.1;1;fl;1;lt;Hellmann’s dressing yoghurt;5.23;f;Azijn en dressings;8593838938901;Sligro
802208.1;35;st;24;gr;Bros melk;0.45;f;Bars en tabletten singles;8593893711358;Sligro
778881.1;1;pt;650;gr;Baktat gegrilde paprika;2.28;f;Etnisch;8690804323591;Sligro
790671.1;4;pk;965;gr;Quaker cruesli rozijnen           4x965g;3.45;f;Cereals;8710100572629;Sligro
424149.1;1;ds;24;st;Van de leur amandel petits fours rond;11.50;d;Gebak en patisserie diepvries;8710135110582;Sligro
70380.1;1;ds;24;st;Van de leur amandel petits fours ovaal;11.74;d;Gebak en patisserie diepvries;8710135110599;Sligro
478541.1;1;st;;;Tomaat tros;7.13;f;Groenten en fruit dagvers;8710147615204;Sligro
620012.1;1;st;;;Radijs schoon;1.85;f;Groenten en fruit dagvers;8710147896023;Sligro
478559.1;1;fl;700;ml;Daily sweet chili sauce for chicken;1.85;f;Oosterse keuken;8710161000499;Sligro
618450.1;1;cn;1;lt;Ketjap a manis kental no.1;2.38;f;Oosterse keuken;8710161004381;Sligro
478583.1;12;bl;400;gr;Nutco kokosmelk;0.76;f;Oosterse keuken;8710161007290;Sligro
203807.1;1;rl;1;kg;Jacques kruidenboter;6.22;f;Boter;8710172002116;Sligro
118010.1;1;st;1.7;kg;Solat witte kaas olie blokjes;9.60;f;Kaas buitenland verpakt;8710172010326;Sligro
923237.1;2;pk;100;gr;Forelfilet gerookt 2st;0.83;f;Vis gekoeld;8710176001429;Sligro
884064.1;1;fl;70;cl;Gildester vieux 35%;7.95;d;Gedistilleerd;8710194022345;Sligro
439076.1;1;ds;4;kg;Donkers luxe fruit;13.40;d;Bonbons;8710224027630;Sligro
25592.1;1;st;600;gr;Old amsterdam borrelblok;9.98;f;Kaas holland vers voorverpakt;8710243951725;Sligro
25657.1;1;st;;;Peen winter;0.81;f;Groenten en fruit dagvers;8710251124098;Sligro
919911.1;1;kg;;;Eko winterpeen 1kg adveh;1.85;f;Groenten en fruit dagvers;8710251147110;Sligro
885552.1;1;st;;;Uien 80/100;0.81;f;Groenten en fruit dagvers;8710251588098;Sligro
885468.1;1;st;800;gr;Casino wit gesneden;1.26;f;Brood vers concessionair;8710261001099;Sligro
670389.1;1;st;800;gr;Casino tarwe gesneden;1.26;f;Brood vers concessionair;8710261001280;Sligro
264544.1;1;st;525;gr;Bo speltbrood ongesneden;2.14;f;Brood vers concessionair;8710261004823;Sligro
362499.1;1;st;750;gr;Bruinbrood glutenvrij gesneden;6.00;f;Brood vers concessionair;8710261021295;Sligro
529101.1;6;pt;370;ml;Aarts asperges slier;2.31;f;Groenteconserven, peulvruchten;8710277124300;Sligro
95212.1;6;pt;370;ml;Aarts perziken, halve;1.51;f;Vruchtenconserven;8710277323413;Sligro
107917.1;1;bl;2.65;kg;Aarts kersen zonder pit op lichte siroop;5.70;f;Vruchtenconserven;8710277911108;Sligro
903698.1;1;bl;850;ml;Aarts aardbeien topping;4.51;f;Ijsbenodigdheden;8710277953511;Sligro
