Sligro;ivp;vp;maat;eh;Sligro artikelomschrijving;prijs;Categorie;Subcategorie;barcode;Leverancier
460925.1;1;ds;;;Slimresto longdrink 27cl;4.51;o;Glaswerk;8710401272235;Sligro
223624.1;6;bl;185;gr;Grand gerard tonijn in water;1.24;f;Visconserven;8710401278817;Sligro
197564.1;6;bl;185;gr;Grand gerard tonijn in olie;0.95;f;Visconserven;8710401278862;Sligro
866532.1;1;ds;890;gr;Alex meijer koekjesmix super.apart verp.;10.55;d;Koek & banket grootverbruik;8710401289745;Sligro
866508.1;1;bl;2.6;kg;Grand gerard fruitcocktail op siroop;4.51;f;Vruchtenconserven;8710401295067;Sligro
833589.1;1;st;900;gr;Gouden aar cake scharrelei gesneden;3.28;d;Koek & banket retail;8710401296729;Sligro
784675.1;1;st;900;gr;Gouden aar cake scharrelei roomboter;3.66;d;Koek & banket retail;8710401296743;Sligro
784714.1;1;st;900;gr;Gouden aar cake scharrelei chocolade;3.09;d;Koek & banket retail;8710401296804;Sligro
784670.1;1;pk;;;Take dis pedaalemmerzak 30ltr 45x82cm;4.23;o;Afvalzakken;8710401297306;Sligro
270257.1;1;zk;1;kg;Smitvis garnalen noordzee;45.55;f;Vis diepvries;8710401298952;Sligro
840837.1;1;st;;;Roomkannetje rvs;3.33;o;Restaurantbenodigdheden;8710401305209;Sligro
849860.1;1;rl;1.5;lt;Sanissimo bavarois bitterkoekjes;2.52;f;Ijs en pudding;8710401309405;Sligro
132098.1;1;rl;1.5;lt;Sanissimo bavarois chocolade;2.57;f;Ijs en pudding;8710401309535;Sligro
131974.1;1;ds;150;st;Alex meijer koekjesmix medley, apart vp;11.50;d;Koek & banket grootverbruik;8710401317271;Sligro
270299.1;1;st;;;Take dis puntzak k21 krant 1050st;23.70;o;Verpakkingsmat./dispos. grootv;8710401317486;Sligro
270304.1;1;st;;;Take dis lunchzakjes 17x24cm;3.33;o;Verpakkingsmat./dispos. grootv;8710401317547;Sligro
590136.1;1;pk;;;Take dis pedaalemmerzak 44x56cm 20ltr;3.71;o;Afvalzakken;8710401317622;Sligro
357897.1;1;ds;600;st;Alex meijer rietsuiker bio fairtr 600 st;10.50;d;Suiker & zoetstoffen;8710401317905;Sligro
483766.1;12;bl;850;gr;Grand gerard perziken halve op siroop;1.25;f;Vruchtenconserven;8710401324705;Sligro
483774.1;1;ls;1;st;Felicia alu steel 145cm univ schroefdr;4.18;o;Schoonmaakartikelen;8710401325009;Sligro
466926.1;1;pk;25;st;Felicia vloerwisdoek geel 25x60;3.90;o;Schoonmaakartikelen;8710401325542;Sligro
836422.1;1;ls;1;st;Felicia luiwagen union steelhouder;4.28;o;Schoonmaakartikelen;8710401326051;Sligro
945611.1;1;st;0;;Felicia ontstopper met steel;3.09;o;Schoonmaakartikelen;8710401326402;Sligro
945624.1;1;ls;1;st;Felicia zaalveger kokos 40cm steelhouder;6.18;o;Schoonmaakartikelen;8710401327478;Sligro
493208.1;1;ds;24;st;Tres bonne mini melkbroodje wit rond;4.04;f;Bake off diepvries;8710401335725;Sligro
492846.1;1;ds;18;st;Tres bonne mini meergranenpunt donker;3.09;f;Bake off diepvries;8710401335862;Sligro
567280.1;1;st;;;Gratis caluwé book of chocolates kaart;9.45;o;Aktie korting food;8710401335879;Sligro
732500.1;1;ds;24;st;Tres bonne mini melkbroodje tarwebol;4.04;f;Bake off diepvries;8710401336142;Sligro
224934.1;1;ds;;;Partouse high tea chocolate;9.45;d;Gebak en patisserie diepvries;8710401338764;Sligro
274183.1;1;st;;;Gratis olijfolie kaart;11.35;o;Aktie korting food;8710401342389;Sligro
614171.1;1;st;;;Gratis balsamico kaart;10.40;o;Aktie korting food;8710401345052;Sligro
556239.1;1;st;;;Prima donna staafmixer;52.96;o;Elektro keukenmachines;8710401351497;Sligro
690520.1;1;bl;50;st;Gouden banier frankfurters 50x40g;13.25;f;Vleesconserven;8710401353415;Sligro
569868.1;1;fl;75;cl;Wijnkist 2-vaks onbedrukt/schuif;3.33;d;Wijnen;8710401362332;Sligro
920247.1;1;st;1;kg;Smitvis bouillabaisse 1kg;5.65;f;Vis gekoeld;8710401366033;Sligro
960417.1;1;ds;30;st;Kern gehaktstaaf  30st;12.02;f;Horeca diepvries;8710401366606;Sligro
131005.1;1;bk;2.5;lt;Sanissimo premium sorbet bloedsinasappel;10.40;f;Ijs en pudding;8710401366767;Sligro
70372.1;1;bk;2.5;lt;Sanissimo premium sorbet citroen-limoen;10.40;f;Ijs en pudding;8710401367016;Sligro
835688.1;1;bk;2.5;lt;Sanissimo premium sorbet mango;10.40;f;Ijs en pudding;8710401367023;Sligro
437841.1;1;bk;2.5;lt;Sanissimo premium sorbet aardbei;10.40;f;Ijs en pudding;8710401367153;Sligro
236075.1;1;bk;2.5;lt;Sanissimo premium sorbet zwarte bes;10.40;f;Ijs en pudding;8710401367160;Sligro
671885.1;1;bk;2.5;lt;Sanissimo premium sorbet framboos;10.40;f;Ijs en pudding;8710401367245;Sligro
671856.1;1;bk;2.5;lt;Sanissimo premium yoghurt bosvruchten;10.40;f;Ijs en pudding;8710401367504;Sligro
290427.1;1;bk;2.5;lt;Sanissimo premium roomijs caramel;10.40;f;Ijs en pudding;8710401367665;Sligro
129862.1;1;bk;2.5;lt;Sanissimo premium roomijs appeltaart;10.40;f;Ijs en pudding;8710401367795;Sligro
394077.1;1;sl;1;kg;Bonbiance bonbons assorti;8.50;d;Bonbons;8710401368433;Sligro
721266.1;1;ds;30;st;Kern vgb hamburgers 30st;10.21;f;Horeca diepvries;8710401369393;Sligro
671788.1;3;pk;140;gr;Gouden banier bacon zav;2.06;f;Vleeswaren verpakt;8710401370795;Sligro
203522.1;1;st;;;Halve trommelen duo vlaai tropical/framb;5.65;d;Banket vers;8710401371297;Sligro
816870.1;1;st;;;Tgff forte koekenpan 20cm;15.15;o;Pannen;8710401374625;Sligro
891053.1;1;pk;;;Bonfire refills tray 20uur;10.46;o;Kaarsen en kandelaars;8710401376988;Sligro
630923.1;1;kr;;;Intermezzo mini schaal amandel wit;3.75;o;Serviezen;8710401377855;Sligro
630915.1;1;kr;;;Intermezzo mini pan ovaal wit;4.28;o;Serviezen;8710401377992;Sligro
587971.1;1;st;;;Bonfire houtskool professioneel;10.40;o;Houtskool;8710401379859;Sligro
571145.1;1;st;0;;Vitello buis hilton zwart korte mouw xl;26.79;o;Bedrijfskleding;8710401384433;Sligro
65678.1;1;st;0;;Vitello buis hilton zwart drukknopen xl;28.74;o;Bedrijfskleding;8710401384716;Sligro
65550.1;1;st;0;;Vitello buis hilton zwart drukknopen m;28.74;o;Bedrijfskleding;8710401384853;Sligro
690198.1;1;st;0;;Vitello buis hilton zwart drukknopen s;28.74;o;Bedrijfskleding;8710401384921;Sligro
671916.1;1;st;;;Pro chef prof broodmes 23cm;14.20;o;Keukengereedschappen;8710401385980;Sligro
71718.1;1;st;;;Pro chef prof koksmes 20cm;21.80;o;Keukengereedschappen;8710401386123;Sligro
34119.1;1;st;;;Propia poetspapier midi 275m;14.49;o;Toilet- & keukenpapier;8710401390946;Sligro
377583.1;1;em;900;gr;Maison niels de veye choco druppels puur;6.60;d;Patisserieprodukten;8710401391851;Sligro
41836.1;1;sl;1.1;kg;Smikkelbeer pepermuntkussentjes;4.34;f;Wichtgoed klein;8710401392506;Sligro
34758.1;1;zk;1;kg;Smikkelbeer mini mallows;3.75;f;Kinderstuksartikelen;8710401392667;Sligro
758140.1;6;pk;1;lt;Prominent sinaasappelsap;1.32;d;Vruchtensappen;8710401393879;Sligro
757453.1;1;pk;;;Take dis afvalzak blauw 120 liter 70x110cm;10.40;o;Afvalzakken;8710401395156;Sligro
707181.1;1;pk;;;Take dis pedaalemmerzakken 35l   65x60cm;13.16;o;Afvalzakken;8710401395507;Sligro
184786.1;1;ds;600;gr;Partouse eclairs mini chocolade;6.27;d;Gebak en patisserie diepvries;8710401395781;Sligro
126165.1;1;ds;550;gr;Partouse slagroomsoesjes mini;5.32;d;Gebak en patisserie diepvries;8710401399352;Sligro
610494.1;1;ds;600;gr;Partouse eclairs mini banaan;6.27;d;Gebak en patisserie diepvries;8710401399499;Sligro
160371.1;6;bl;820;gr;Grand gerard fruitcocktail op siroop;1.52;f;Vruchtenconserven;8710401411344;Sligro
544253.1;1;ds;24;st;Tres bonne hamb.broodje met sesam 24st;3.17;f;Bake off diepvries;8710401417957;Sligro
818518.1;3;bl;1;kg;Grand gerard garneerkersen op siroop;2.58;f;Vruchtenconserven;8710401421008;Sligro
241826.1;1;ds;120;st;Alex meijer koekjesmix biscottini;10.40;d;Koek & banket grootverbruik;8710401432677;Sligro
705668.1;1;bl;1.4;kg;Grand gerard geroosterde paprika rood;6.17;f;Olijven en antipasti;8710401433339;Sligro
922354.1;1;pk;;;Take dis puntzak bamboe;6.60;o;Verpakkingsmat./dispos. grootv;8710401439362;Sligro
83812.1;1;ds;;;Take dis buigrietje zwart klein;1.66;o;Verpakkingsmat./dispos. grootv;8710401439508;Sligro
540555.1;1;pk;;;Take dis chopsticks;3.52;o;Verpakkingsmat./dispos. grootv;8710401439645;Sligro
468512.1;1;st;;;Take dis cocktailprikker 6,5cm;3.70;o;Verpakkingsmat./dispos. grootv;8710401439652;Sligro
515929.1;1;st;;;Take dis tandenstoker plast.p.st  1000st;5.61;o;Cosmetica;8710401439799;Sligro
634278.1;1;st;;;Take dis tandenstoker hout p.stuk 1000st;1.95;o;Cosmetica;8710401439935;Sligro
301621.1;1;st;;;Take dis maiskolfprikker 180x5mm;3.49;o;Verpakkingsmat./dispos. grootv;8710401440351;Sligro
775003.1;1;st;;;Take dis japanse knoopprikker 11cm;4.99;o;Verpakkingsmat./dispos. grootv;8710401440498;Sligro
705781.1;1;zk;1;kg;Serfish noorse zalm getrancheerd;11.12;f;Vis diepvries;8710401440610;Sligro
628235.1;1;st;;;Take dis houten vlagprikker 25cm;3.66;o;Verpakkingsmat./dispos. grootv;8710401440641;Sligro
841456.1;1;st;;;Take dis houten vlagprikker 18cm 300st;3.42;o;Verpakkingsmat./dispos. grootv;8710401440825;Sligro
651924.1;1;st;;;Take dis houten vlagprikker 15cm;3.63;o;Verpakkingsmat./dispos. grootv;8710401440979;Sligro
655936.1;1;zk;1;kg;Serfish gravad laks getrancheerd;6.60;f;Vis diepvries;8710401441013;Sligro
175973.1;1;st;;;Take dis houten vlagprikker 9cm 500st;4.28;o;Verpakkingsmat./dispos. grootv;8710401441129;Sligro
112726.1;1;pk;;;Take dis suikerriet bord rond 22cm;8.08;o;Verpakkingsmat./dispos. grootv;8710401441211;Sligro
14504.1;1;ds;;;Take dis buigrietjes funflex 28,5cm;2.61;o;Verpakkingsmat./dispos. grootv;8710401441266;Sligro
127548.1;1;pk;;;Take dis prikker + chen.clown;6.68;o;Verpakkingsmat./dispos. grootv;8710401441532;Sligro
815049.1;1;st;;;Take dis sateprikker hout 18cm/3mm;3.36;o;Verpakkingsmat./dispos. grootv;8710401441815;Sligro
835646.1;1;st;;;Take dis japanse knoopprikker 7cm;4.73;o;Verpakkingsmat./dispos. grootv;8710401441877;Sligro
18537.1;1;st;;;Take dis servet 2-lgs 40x40cm wit;3.56;o;Papieren-tafelbenodigdheden;8710401442041;Sligro
967346.1;1;st;;;Take dis cocktailprikker 6,5cm;5.75;o;Verpakkingsmat./dispos. grootv;8710401442300;Sligro
835455.1;1;ds;40;st;Lekkernijen hot bites;10.12;d;Minisnacks borrelhapjes;8710401445455;Sligro
118609.1;1;pk;250;gr;Smitvis coquille vlees msc;8.27;f;Schaal- en schelpdieren;8710401445547;Sligro
283409.1;1;tb;750;ml;Kern curry ketchup, statube;1.54;f;Snack- en tafelsauzen;8710401450701;Sligro
1516.1;1;ds;16;st;Kern tosti’s;9.98;f;Horeca diepvries;8710401452224;Sligro
3496.1;1;ds;;;Take dis buigrietjes 21cm zwart 5mm;2.04;o;Verpakkingsmat./dispos. grootv;8710401454730;Sligro
2057.1;1;pk;;;T.d.milksh.rietjes 23cm ass.streep1000st;4.51;o;Verpakkingsmat./dispos. grootv;8710401455010;Sligro
9501.1;1;ds;;;Take dis drinkrietjes zwart 8mm 21cm;1.71;o;Verpakkingsmat./dispos. grootv;8710401456901;Sligro
9338.1;1;st;;;Felicia schoonmaakazijn;3.47;o;Reinigingsmiddelen;8710401457069;Sligro
2616.1;10;pk;;;Take dis buigrietjes 21cm streep;0.33;o;Verpakkingsmat./dispos. grootv;8710401457137;Sligro
5591.1;1;bk;2;kg;Halal lams tajine;12.87;f;Convenience;8710401460939;Sligro
2248.1;1;st;;;Intermezzo mini pan zwart 10cm;2.80;o;Serviezen;8710401470365;Sligro
2738.1;1;st;;;Intermezzo mini pan ovaal zwart 15cm;4.70;o;Serviezen;8710401470921;Sligro
4267.1;1;st;0;;Vitello buis wit dames xs;26.79;o;Bedrijfskleding;8710401472932;Sligro
8856.1;1;ds;20;st;Tres bonne ciabatta;13.40;f;Bake off diepvries;8710401473618;Sligro
5489.1;1;ds;5.5;kg;Tres bonne kaiserbroodje 100 stuks;10.79;f;Bake off diepvries;8710401473632;Sligro
780171.1;1;st;0;;Vitello broek zwart dames s;27.79;o;Bedrijfskleding;8710401473656;Sligro
904238.1;1;ds;100;st;Tres bonne pistolet wit;9.63;f;Bake off diepvries;8710401475544;Sligro
588367.1;1;ds;100;st;Tres bonne pistolet bruin;10.69;f;Bake off diepvries;8710401475896;Sligro
780236.1;1;pk;5;st;Smitvis haring+uitjes 5 st msc;5.94;f;Vis vers;8710401477050;Sligro
904903.1;1;pk;10;st;Smitvis haring msc 10st;11.35;f;Vis vers;8710401477142;Sligro
441455.1;1;ds;100;st;Tres bonne pistolet meergranen;12.54;f;Bake off diepvries;8710401477814;Sligro
441439.1;1;ds;5;st;Tres bonne stokbrood wit;3.80;f;Bake off diepvries;8710401478798;Sligro
441471.1;1;st;;;Felicia bleekmiddel;2.61;o;Reinigingsmiddelen;8710401492602;Sligro
441374.1;1;st;;;Take dis plastic bakje a16n wit;5.23;o;Verpakkingsmat./dispos. grootv;8710401493678;Sligro
441492.1;1;st;;;Felicia ammonia;2.52;o;Reinigingsmiddelen;8710401494194;Sligro
904136.1;1;st;;;Take dis plastic bakje a22 wit;7.70;o;Verpakkingsmat./dispos. grootv;8710401494378;Sligro
441510.1;1;st;;;Felicia spiritus;5.65;o;Reinigingsmiddelen;8710401494408;Sligro
619833.1;1;st;;;Felicia gedemineraliseerd water;1.85;o;Reinigingsmiddelen;8710401494613;Sligro
620240.1;1;st;;;Pro chef bierspoelborstel metaal 3-dlg;7.27;o;Restaurantbenodigdheden;8710401495894;Sligro
620143.1;1;st;;;Felicia allesreiniger citroen;4.28;o;Reinigingsmiddelen;8710401496150;Sligro
125818.1;1;ls;;;Intermezzo mare bord rh 33x23cm;6.60;o;Serviezen;8710401497287;Sligro
495530.1;1;pk;100;st;Take dis tonicstamper transparant kleur;5.46;o;Verpakkingsmat./dispos. grootv;8710401498741;Sligro
495514.1;1;kr;2;kg;Kern zachte margarine;4.80;f;Margarine;8710401499137;Sligro
125999.1;1;st;;;K6 serveerplank halsgevel;6.60;o;Keukengereedschappen;8710401499441;Sligro
125541.1;1;zk;1;kg;Daendels gerookte amandelen;14.54;d;Noten;8710401500024;Sligro
620119.1;1;pk;225;gr;Daendels gerookte amandelen;4.51;d;Noten;8710401500048;Sligro
619956.1;1;zk;1;kg;Daendels witte amandelen;18.60;f;Noten;8710401500062;Sligro
695795.1;1;zk;1;kg;Daendels amandelpoeder;13.01;f;Noten;8710401500109;Sligro
263679.1;1;zk;1;kg;Daendels amandelschaafsel;23.70;f;Noten;8710401500123;Sligro
620038.1;1;zk;350;gr;Daendels amandelschaafsel;8.50;f;Noten;8710401500161;Sligro
130402.1;1;em;5;kg;Daendels pittige barmix;19.66;d;Noten;8710401500253;Sligro
807457.1;1;em;2.5;kg;Daendels pittige barmix;14.20;d;Noten;8710401500260;Sligro
807481.1;1;em;5;kg;Daendels borrelmix;23.99;d;Noten;8710401500277;Sligro
662506.1;1;em;2.5;kg;Daendels borrelmix;12.57;d;Noten;8710401500307;Sligro
351838.1;1;cp;225;gr;Daendels gezouten cashewnoten;2.76;d;Noten;8710401500338;Sligro
912346.1;1;zk;400;gr;Daendels gezouten cashewnoten;6.03;d;Noten;8710401500369;Sligro
923240.1;1;cp;225;gr;Daendels ongezouten cashewnoten;3.47;d;Noten;8710401500406;Sligro
228501.1;1;zk;900;gr;Daendels ongezouten cashewnoten;12.59;d;Noten;8710401500420;Sligro
912273.1;1;zk;1;kg;Daendels gemengde cocktailnoten;5.65;d;Noten;8710401500529;Sligro
937891.1;1;zk;500;gr;Daendels gemalen cocos;4.70;f;Zuidvruchten;8710401500550;Sligro
730634.1;1;zk;900;gr;Daendels witte hazelnoten;21.61;f;Noten;8710401500727;Sligro
281635.1;1;em;5;kg;Daendels hotmix;19.67;d;Noten;8710401500802;Sligro
428509.1;1;em;2.5;kg;Daendels hotmix;14.20;d;Noten;8710401500840;Sligro
228438.1;1;zk;800;gr;Daendels japanse mix;7.41;d;Noten;8710401500895;Sligro
570322.1;1;zk;500;gr;Daendels macadamia’s;16.01;d;Noten;8710401501038;Sligro
84774.1;1;cp;225;gr;Daendels gezouten notenmelange;2.80;d;Noten;8710401501083;Sligro
509619.1;1;zk;850;gr;Daendels gezouten luxe notenmelange;16.43;d;Noten;8710401501106;Sligro
509627.1;1;zk;850;gr;Daendels ongezouten notenmelange naturel;17.05;d;Noten;8710401501120;Sligro
62141.1;1;cp;225;gr;Daendels notenmelange ongezouten;3.37;d;Noten;8710401501144;Sligro
413839.1;1;em;2.5;kg;Daendels notenmelange superieur;47.45;d;Noten;8710401501168;Sligro
904911.1;1;zk;500;gr;Daendels paranoten;8.50;d;Noten;8710401501175;Sligro
25830.1;1;zk;650;gr;Daendels gepelde pecannoten vs;18.78;d;Noten;8710401501236;Sligro
129566.1;1;zk;400;gr;Daendels chinese pijnboompitten;20.85;f;Noten;8710401501359;Sligro
817494.1;1;zk;900;gr;Daendels chinese pijnboompitten;38.31;f;Noten;8710401501373;Sligro
815756.1;1;zk;900;gr;Daendels geroosterde pijnboompitten;42.70;f;Noten;8710401501397;Sligro
790249.1;1;zk;900;gr;Daendels pijnboompitten medium;36.58;f;Noten;8710401501410;Sligro
741559.1;1;zk;500;gr;Daendels pikantjes;3.94;d;Noten;8710401501441;Sligro
609786.1;1;zk;1;kg;Daendels gezouten pinda’s;4.09;d;Noten;8710401501502;Sligro
281135.1;1;em;3;kg;Daendels gezouten pinda’s;12.30;d;Noten;8710401501526;Sligro
295846.1;1;cp;250;gr;Daendels gezouten pinda’s kingsize;1.43;d;Noten;8710401501557;Sligro
645622.1;1;zk;1;kg;Daendels ongezouten pinda’s;4.28;d;Noten;8710401501595;Sligro
297466.1;1;zk;500;gr;Daendels groene pistache;26.13;d;Noten;8710401501670;Sligro
543969.1;1;zk;850;gr;Daendels geroosterde pittenmix;21.38;d;Noten;8710401501717;Sligro
426002.1;1;em;525;gr;Daendels pittige barmix;3.56;d;Noten;8710401501731;Sligro
423884.1;1;zk;1;kg;Daendels walnoten;15.37;f;Noten;8710401501946;Sligro
4025.1;1;pk;150;gr;Daendels walnoten;3.37;f;Noten;8710401501960;Sligro
176649.1;1;zk;350;gr;Daendels walnoten;7.13;f;Noten;8710401501984;Sligro
8476.1;1;zk;500;gr;Daendels walnoten extra light;9.04;f;Noten;8710401502004;Sligro
557206.1;1;zk;500;gr;Daendels wasabibollen;4.70;d;Noten;8710401502028;Sligro
9487.1;1;zk;850;gr;Daendels zonnebloempitten;5.28;f;Noten;8710401502080;Sligro
6095.1;1;em;750;gr;Daendels gruyère kaasbiscuits;11.45;f;Chips en snacks;8710401502202;Sligro
7223.1;1;em;500;gr;Daendels mini kaas twists;8.50;f;Chips en snacks;8710401502257;Sligro
3410.1;1;zk;2;kg;Daendels blauwe rozijnen;18.00;f;Zuidvruchten;8710401502554;Sligro
6124.1;1;zk;2;kg;Daendels gele rozijnen;13.46;f;Zuidvruchten;8710401502622;Sligro
1533.1;1;bk;1;kg;Daendels tutti frutti zonder pit;12.30;f;Zuidvruchten;8710401502721;Sligro
3206.1;1;st;700;gr;Daendels salade croutons knofl kruiden;5.65;f;Azijn en dressings;8710401502844;Sligro
3408.1;1;st;700;gr;Daendels saladecroutons naturel;5.65;f;Azijn en dressings;8710401502967;Sligro
4917.1;1;bl;65;gr;Sligro spice market ras el hanout;2.56;f;Kruiden en specerijen;8710401510641;Sligro
8219.1;1;zk;1;kg;Serfish noorse zalm getrancheerd;6.41;f;Vis diepvries;8710401517541;Sligro
3783.1;6;bl;425;gr;Grand gerard asperges, punt;2.34;f;Groenteconserven, peulvruchten;8710401517930;Sligro
3926.1;3;bl;418;gr;Grand gerard zalm fancy pink;2.68;f;Visconserven;8710401519880;Sligro
4881.1;1;st;;;Take dis versh.f.in disp.  45cmx300m 8my;7.46;o;Verpakkingsmat./dispos. grootv;8710401535866;Sligro
1640.1;1;bk;2.5;lt;Sanissimo sorbetijs mango;7.65;f;Ijs en pudding;8710401559916;Sligro
3753.1;6;bl;840;gr;Grand gerard mandarijnen op siroop;1.96;f;Vruchtenconserven;8710401562589;Sligro
3733.1;1;bl;2.65;kg;Grand gerard mandarijnen op siroop;4.85;f;Vruchtenconserven;8710401562596;Sligro
4167.1;1;bk;5;lt;Sanissimo ijs walnoot;6.41;f;Ijs en pudding;8710401578726;Sligro
1259.1;1;ds;24;st;Tres bonne puntbroodje wit gesn. 24 st;4.23;f;Bake off diepvries;8710401591879;Sligro
5231.1;1;ds;24;st;Tres bonne kadet wit gesneden 24 stuks;4.23;f;Bake off diepvries;8710401591886;Sligro
3413.1;5;st;;;Paperplus schrijfblok a4 -lijn-  100 vel;1.25;o;Kantoor;8710401612550;Sligro
6647.1;1;bl;3.04;kg;Grand gerard ananas op siroop tidbits;4.94;f;Vruchtenconserven;8710401617890;Sligro
5248.1;1;ds;160;st;Tres bonne mini festival;16.63;f;Bake off diepvries;8710401647620;Sligro
3146.1;1;ds;;;Pro chef slagroom patronen;12.35;o;Keukengereedschappen;8710401670000;Sligro
9710.1;1;tb;750;ml;Kern fritessaus;1.90;f;Snack- en tafelsauzen;8710401682942;Sligro
9721.1;1;tb;750;ml;Kern mayonaise;1.85;f;Snack- en tafelsauzen;8710401683017;Sligro
6588.1;1;tb;750;ml;Kern mosterd;1.76;f;Snack- en tafelsauzen;8710401683031;Sligro
6186.1;1;tb;750;ml;Kern tomatenketchup, statube;1.62;f;Snack- en tafelsauzen;8710401683055;Sligro
9920.1;1;tb;750;ml;Kern hot curry;1.90;f;Snack- en tafelsauzen;8710401683062;Sligro
7776.1;1;st;;;Felicia vloerreiniger;6.22;o;Reinigingsmiddelen;8710401690190;Sligro
6813.1;1;st;;;Roomkannetje rvs 100ml;2.61;o;Restaurantbenodigdheden;8710401708109;Sligro
9573.1;1;bk;2.5;lt;Sanissimo roomijs kaneel;5.61;f;Ijs en pudding;8710401714810;Sligro
9727.1;1;zk;3;kg;De goudsche waegh pizzamix;11.59;f;Kaas holland vers voorverpakt;8710401747979;Sligro
529664.1;1;st;;;Take dis roerstaafje in dispencer 2000st;5.94;o;Verpakkingsmat./dispos. grootv;8710401764778;Sligro
941125.1;1;st;;;Take dis roerstaafjes wit         5000st;12.59;o;Verpakkingsmat./dispos. grootv;8710401765331;Sligro
941159.1;1;pk;;;Take dis plastic lepel wit;3.42;o;Verpakkingsmat./dispos. grootv;8710401766079;Sligro
212160.1;1;bl;2.5;lt;Grand gerard rode kidney bonen;3.18;f;Groenteconserven, peulvruchten;8710401768080;Sligro
960645.1;6;bl;8;sch;Grand gerard ananas op siroop   8 schijf;1.55;f;Vruchtenconserven;8710401797523;Sligro
841804.1;1;pk;200;gr;Coq st.jac schelp noors;10.40;f;Schaal- en schelpdieren;8710401800742;Sligro
889140.1;1;kg;;;Zalm noorse 2-3kg geschubt heel;11.64;f;Vis vers;8710401800858;Sligro
662417.1;1;kg;;;Tong 350-450g schoon;42.42;f;Vis vers;8710401800933;Sligro
889174.1;1;kg;;;Tong 400-500g zonder vel;35.63;f;Vis vers;8710401801183;Sligro
889166.1;1;kg;;;Tong 500-600g zonder vel;36.58;f;Vis vers;8710401801190;Sligro
429851.1;1;kg;;;Tonijnsnippers;9.45;f;Vis vers;8710401801572;Sligro
377915.1;1;kg;;;Tonijn c.cut zonder ketting vacuum;34.82;f;Vis vers;8710401801626;Sligro
418402.1;1;kg;;;Inktvis inkt 2x4g rungis;0.86;f;Vis vers;8710401801817;Sligro
418436.1;1;kg;;;Kabeljauwfilet zonder vel geportioneerd;17.58;f;Vis vers;8710401801862;Sligro
571569.1;1;pk;1;kg;Kreeft 400-500gr canadees;26.55;f;Schaal- en schelpdieren;8710401801954;Sligro
480899.1;1;pk;1;kg;Kreeft tbv soep diepvries;15.15;f;Schaal- en schelpdieren;8710401802029;Sligro
206698.1;1;kg;;;Kabeljauwrug met vel;20.85;f;Vis vers;8710401802210;Sligro
707547.1;1;kg;;;Rode poon 2 heel 300-500g;5.65;f;Vis vers;8710401802234;Sligro
158955.1;1;kg;;;Rode poonfilet met vel;16.10;f;Vis vers;8710401802241;Sligro
858063.1;1;kg;;;Rode poonfilet met vel port;21.80;f;Vis vers;8710401802258;Sligro
380727.1;1;kg;;;Roodbaars heel;8.31;f;Vis vers;8710401802296;Sligro
114532.1;1;kg;;;Roodbaarsfilet met vel geschubd;12.30;f;Vis vers;8710401802326;Sligro
277712.1;1;kg;;;Rode mul heel hollands;9.45;f;Vis vers;8710401802333;Sligro
784036.1;1;kg;;;Schelvisfilet met vel;17.58;f;Vis vers;8710401802371;Sligro
418444.1;1;kg;;;Tong 400-500g schoon;39.43;f;Vis vers;8710401802623;Sligro
202893.1;1;pk;1;kg;Kokkels rungis;8.08;f;Schaal- en schelpdieren;8710401802739;Sligro
109561.1;1;pk;24;st;Oester fin clair nr3 24st;14.58;f;Schaal- en schelpdieren;8710401802876;Sligro
429990.1;1;kg;;;Zalmfilet zonder vel zonder bruin;23.28;f;Vis vers;8710401803033;Sligro
556349.1;1;kg;;;Zalmmoten;18.00;f;Vis vers;8710401803095;Sligro
474327.1;1;kg;;;Zeebaarsfilet met vel z.graat 80-100g;20.85;f;Vis vers;8710401803125;Sligro
730037.1;1;kg;;;Dorade royalfilet m.vel z.graat 80-100g;21.38;f;Vis vers;8710401803132;Sligro
758881.1;1;kg;;;Zalm noors 2-3kg heel;10.93;f;Vis vers;8710401803149;Sligro
347672.1;1;kg;;;Kabeljauwrug met vel port;23.70;f;Vis vers;8710401803200;Sligro
126733.1;1;kg;;;Zalm noors 4-5kg heel;11.16;f;Vis vers;8710401803224;Sligro
892499.1;1;kg;;;Zalm noors 3-4kg heel;10.40;f;Vis vers;8710401803231;Sligro
891977.1;1;kg;;;Kabeljauwfilet skrei met vel portioneerd;12.83;f;Vis vers;8710401803378;Sligro
53689.1;1;kg;;;Zalmsnippers;6.60;f;Vis vers;8710401803415;Sligro
147666.1;1;kg;;;Zwaardvisfilet met vel;17.05;f;Vis vers;8710401803866;Sligro
211839.1;1;pk;24;st;Oester fin clair nr2 24st;20.66;f;Schaal- en schelpdieren;8710401804252;Sligro
594737.1;1;kg;;;Vismix vers;7.55;f;Vis vers;8710401804344;Sligro
594729.1;1;kg;;;Schelvisrug zonder vel;15.68;f;Vis vers;8710401804368;Sligro
97638.1;1;pk;1;kg;Palourdes rungis;13.25;f;Schaal- en schelpdieren;8710401804450;Sligro
795126.1;1;kg;;;Pangafilet geportioneerd asc;10.40;f;Vis vers;8710401804467;Sligro
729400.1;1;kg;;;Schelvisfilet met vel geportioneerd;23.28;f;Vis vers;8710401804528;Sligro
