ArtikelID;Omschrijving;Eenheid;Inhoud;Prijs;Barcode;Leverancier;Categorie;Subcategorie;;
VH20077.1;Jona Gold 70-80;ls;1 kg;x;20077;van halder;f;aardappel groente & fruit;;
VH20078;Jona Gold 70-80;ks;11 kg;12.5;1110000200788;van halder;f;aardappel groente & fruit;;
VH20078.1;Jona Gold 70-80;ks;11 kg;x;20078;van halder;f;aardappel groente & fruit;;
VH20080;Jona Gold 80-85;ks;7 kg;9.95;1110000200801;van halder;f;aardappel groente & fruit;;
VH20080.1;Jona Gold 80-85;ks;7 kg;x;20080;van halder;f;aardappel groente & fruit;;
VH20120;Peer Conference;ls;1 kg;1.55;1110000201204;van halder;f;aardappel groente & fruit;;
VH20120.1;Peer Conference;ls;1 kg;x;20120;van halder;f;aardappel groente & fruit;;
VH20121;Peer Conference;ks;14 kg;17.5;1110000201211;van halder;f;aardappel groente & fruit;;
VH20121.1;Peer Conference;ks;14 kg;x;20121;van halder;f;aardappel groente & fruit;;
VH20133;Peer Gieser wild 60-70;ls;1 kg;1.95;1110000201334;van halder;f;aardappel groente & fruit;;
VH20133.1;Peer Gieser wild 60-70;ls;1 kg;x;20133;van halder;f;aardappel groente & fruit;;
VH20159;Peren hand;ls;1 st;1.45;20159;van halder;f;aardappel groente & fruit;;
VH21;Champignonkrat blauw;kr;1 st;1;9000060021;van halder;e;emballage;;
VH21014;Aardbei;ds;500 gr;2.95;1110000210145;van halder;f;aardappel groente & fruit;;
VH21014.1;Aardbei;ds;500 gr;x;21014;van halder;f;aardappel groente & fruit;;
VH21014.2;Aardbei;ds;500 gr;x;8715512000753;van halder;f;aardappel groente & fruit;;
VH21018;Aardbei;ds;500 gr;3.95;21018;van halder;f;aardappel groente & fruit;;
VH21026;Gedroogde abrikozen;bk;250 gr;2.75;8712738026260;van halder;f;aardappel groente & fruit;;
VH21026.1;Gedroogde abrikozen;bk;250 gr;x;21026;van halder;f;aardappel groente & fruit;;
VH21040;Bessen -bos-;ds;125 gr;2.45;1110000210404;van halder;f;aardappel groente & fruit;;
VH21040.1;Bessen -bos-;ds;125 gr;x;21040;van halder;f;aardappel groente & fruit;;
VH21040.2;Bessen -bos-;ds;125 gr;x;4000007021301;van halder;f;aardappel groente & fruit;;
VH21040.3;Bessen -bos-;ds;125 gr;x;8427717051095;van halder;f;aardappel groente & fruit;;
VH21070;Bessen rood;ds;170 gr;3.95;1110000210701;van halder;f;aardappel groente & fruit;;
VH21070.1;Bessen rood;ds;170 gr;x;21070;van halder;f;aardappel groente & fruit;;
VH21115;Bramen;ds;150 gr;3.95;1110000211159;van halder;f;aardappel groente & fruit;;
VH21115.1;Bramen;ds;125 gr;x;21115;van halder;f;aardappel groente & fruit;;
VH21115.2;Bramen;ds;125 gr;x;8710147579636;van halder;f;aardappel groente & fruit;;
VH21115.3;Bramen;ds;125 gr;x;761635202503;van halder;f;aardappel groente & fruit;;
VH21129;Druiven blauw seedless;ds;500 gr;2.95;1110000211296;van halder;f;aardappel groente & fruit;;
VH21129.1;Druiven blauw seedless;ds;500 gr;x;21129;van halder;f;aardappel groente & fruit;;
VH21129.2;Druiven blauw seedless;ds;500 gr;x;8714638083534;van halder;f;aardappel groente & fruit;;
VH21129.3;Druiven blauw seedless;ds;500 gr;x;8717906000196;van halder;f;aardappel groente & fruit;;
VH21130;Druiven blauw;zk;1 kg;3.75;1110000211302;van halder;f;aardappel groente & fruit;;
VH21130.1;Druiven blauw;zk;1 kg;x;21130;van halder;f;aardappel groente & fruit;;
VH21133;Druiven wit seedless;ds;500 gr;2.95;1110000211333;van halder;f;aardappel groente & fruit;;
VH21133.1;Druiven wit seedless;ds;500 gr;x;21133;van halder;f;aardappel groente & fruit;;
VH21133.2;Druiven wit seedless;ds;500 gr;x;8713702093943;van halder;f;aardappel groente & fruit;;
VH21133.3;Druiven wit seedless;ds;500 gr;x;8714638086818;van halder;f;aardappel groente & fruit;;
VH21145;Druiven wit;zk;1 kg;3.95;1110000211456;van halder;f;aardappel groente & fruit;;
VH21145.1;Driven wit;zk;1 kg;x;21145;van halder;f;aardappel groente & fruit;;
VH21161;Frambozen;ds;125 gr;3.25;1110000211616;van halder;f;aardappel groente & fruit;;
VH21161.1;Frambozen;ds;125 gr;x;21161;van halder;f;aardappel groente & fruit;;
VH21161.2;Frambozen;ds;125 gr;x;8717486040084;van halder;f;aardappel groente & fruit;;
VH21161.3;Frambozen;ds;125 gr;x;8400047033535;van halder;f;aardappel groente & fruit;;
VH21179;Kersen;ls;1 kg;6.95;1110000211791;van halder;f;aardappel groente & fruit;;
VH21179.1;Kersen;ls;1 kg;x;21179;van halder;f;aardappel groente & fruit;;
VH21190;Kiwi zespri;ls;1 st;0.32;1110000211906;van halder;f;aardappel groente & fruit;;
VH21190.1;Kiwi zespri;ls;1 st;x;21190;van halder;f;aardappel groente & fruit;;
VH21191;Kiwi zespri;ks;30 st;8.95;1110000211913;van halder;f;aardappel groente & fruit;;
VH21191.1;Kiwi zespri;ks;30 st;x;21191;van halder;f;aardappel groente & fruit;;
VH21205;Meloen Cantaloupe;ls;1 st;1.95;1110000212057;van halder;f;aardappel groente & fruit;;
VH21205.1;Meloen Canaloupe;ls;1 st;x;21205;van halder;f;aardappel groente & fruit;;
VH2121;Komkommer stift 12 mm;zk;1 kg;1.55;1210000051219;van halder;f;aardappel groente & fruit;;
VH2121.1;Komkommer stift 12 mm;zk;1 kg;x;2121;van halder;f;aardappel groente & fruit;;
VH21235;Meloen Piel de sapo;ls;1 st;3.75;1110000212354;van halder;f;aardappel groente & fruit;;
VH21235.1;Meloen Piel de sapo;ls;1 st;x;21235;van halder;f;aardappel groente & fruit;;
VH21239;Meloen Galia;ls;1 st;1.75;1110000212392;van halder;f;aardappel groente & fruit;;
VH21239.1;Meloen Galia;ls;1 st;x;21239;van halder;f;aardappel groente & fruit;;
VH21254;Meloen geel;ls;1 st;1.95;1110000212545;van halder;f;aardappel groente & fruit;;
VH21254.1;Meloen geel;ls;1 st;x;21254;van halder;f;aardappel groente & fruit;;
VH21310;Watermeloen;ls;1 kg;1.25;1110000213108;van halder;f;aardappel groente & fruit;;
VH21310.1;Watermeloen;ls;1 kg;x;21310;van halder;f;aardappel groente & fruit;;
VH21311;Watermeloen;ls;1 st;4.95;1110000213115;van halder;f;aardappel groente & fruit;;
VH21311.1;Watermeloen;ls;1 st;x;21311;van halder;f;aardappel groente & fruit;;
VH21327;Nectarines;ds;20 st;5.5;1110000213276;van halder;f;aardappel groente & fruit;;
VH21327.1;Nectarines;ds;20 st;x;21327;van halder;f;aardappel groente & fruit;;
VH21328;Nectarines;ls;1 st;0.29;1110000213276;van halder;f;aardappel groente & fruit;;
VH21328.1;Nectarines;ls;1 st;x;21327;van halder;f;aardappel groente & fruit;;
VH21341;Perzik;ds;20 st;5.95;1110000213412;van halder;f;aardappel groente & fruit;;
VH21341.1;Perzik;ds;20 st;x;21341;van halder;f;aardappel groente & fruit;;
VH21362;Pruimen ;ks;5 kg;17.5;1110000213627;van halder;f;aardappel groente & fruit;;
VH21362.1;Pruimen ;ks;5 kg;x;21362;van halder;f;aardappel groente & fruit;;
VH21363;Pruimen ;zk;1 kg;3.95;1110000213634;van halder;f;aardappel groente & fruit;;
VH21363.1;Pruimen ;zk;1 kg;x;21363;van halder;f;aardappel groente & fruit;;
VH22013;Ananas baby;ls;1 st;2.75;1110000220137;van halder;f;aardappel groente & fruit;;
VH22013.1;Ananas baby;ls;1 st;x;22013;van halder;f;aardappel groente & fruit;;
VH22015;Ananas delmonte meloen MT8;ls;1 st;1.95;1110000220151;van halder;f;aardappel groente & fruit;;
VH22015.1;Ananas delmonte meloen MT8;ls;1 st;x;22015;van halder;f;aardappel groente & fruit;;
VH22015.2;Ananas delmonte MT8;ls;1 st;x;5050372117009;van halder;f;aardappel groente & fruit;;
VH22015.3;Ananas delmonte MT8;ls;1 st;x;5050372118006;van halder;f;aardappel groente & fruit;;
VH22015.4;Ananas delmonte MT8;ls;1 st;x;5050372119003;van halder;f;aardappel groente & fruit;;
VH22070;Advacado ready to eate;ls;1 st;1.25;1110000220700;van halder;f;aardappel groente & fruit;;
VH22070.1;Advacado ready to eate;ls;1 st;x;22070;van halder;f;aardappel groente & fruit;;
VH22070.2;Advacado ready to eate;ls;1 st;x;8717662022203;van halder;f;aardappel groente & fruit;;
VH22115;Cascave;ls;1 kg;2.75;1110000221158;van halder;f;aardappel groente & fruit;;
VH22115.1;Cascave;ls;1 kg;x;22115;van halder;f;aardappel groente & fruit;;
VH22130;Carambola;ls;1 st;1.29;1110000221301;van halder;f;aardappel groente & fruit;;
VH22130.1;Carambola;ls;1 st;x;22130;van halder;f;aardappel groente & fruit;;
VH22175;Cocosnoot;ls;1 st;1.45;1110000221752;van halder;f;aardappel groente & fruit;;
VH22175.1;Cocosnoot;ls;1 st;x;22175;van halder;f;aardappel groente & fruit;;
VH22190;Granberries;zk;340 gr;2.75;1110000221905;van halder;f;aardappel groente & fruit;;
VH22190.1;Granberries;zk;340 gr;x;22190;van halder;f;aardappel groente & fruit;;
VH22220;Dadels pitloos;ds;200 gr;2.95;1110000222209;van halder;f;aardappel groente & fruit;;
VH22220.1;Dadels pitloos;ds;200 gr;x;22220;van halder;f;aardappel groente & fruit;;
VH22220.2;Dadels pitloos;ds;200 gr;x;8712738379526;van halder;f;aardappel groente & fruit;;
VH22250;Granaatappels;ls;1 st;1.95;1110000222506;van halder;f;aardappel groente & fruit;;
VH22250.1;Granaatappels;ls;1 st;x;22250;van halder;f;aardappel groente & fruit;;
VH22340;Kumquats;ls;1 kg;19.5;1110000223411;van halder;f;aardappel groente & fruit;;
VH22340.1;Kumquats;ls;1 kg;x;22340;van halder;f;aardappel groente & fruit;;
VH22341;Kumquats;ds;2 kg;19.5;1110000223411;van halder;f;aardappel groente & fruit;;
VH22341.1;Kumquats;ds;2 kg;x;22341;van halder;f;aardappel groente & fruit;;
VH22370;Limes;ls;1 st;0.32;1110000223701;van halder;f;aardappel groente & fruit;;
VH22370.1;Limes;ls;1 st;x;22370;van halder;f;aardappel groente & fruit;;
VH22371;Limes;ds;60 st;10.5;1110000223718;van halder;f;aardappel groente & fruit;;
VH22371.1;Limes;ds;54 st;x;22371;van halder;f;aardappel groente & fruit;;
VH22371.2;Limes;ds;60 st;10.5;12761221;van halder;f;aardappel groente & fruit;;
VH22385;Litchees;ls;1 kg;6.95;1110000223855;van halder;f;aardappel groente & fruit;;
VH22385.1;Litchees;ls;1 kg;x;22385;van halder;f;aardappel groente & fruit;;
VH22400;Mais baby;ls;1 st;1.95;1110000224005;van halder;f;aardappel groente & fruit;;
VH22400.1;Mais baby;ls;1 st;x;22400;van halder;f;aardappel groente & fruit;;
VH22400.2;Mais baby;ds;125 gr;x;8854878000059;van halder;f;aardappel groente & fruit;;
VH22400.3;Baby mais ;ds;12*125 gr;x*12;8717662025426;van halder;f;aardappel groente & fruit;;
VH22415;Maiskolf 2 st/pak;pk;2x;2.75;3281440000196;van halder;f;aardappel groente & fruit;;
VH22415.1;Maiskolf 2 st/pak;pk;2x;x;8714638088287;van halder;f;aardappel groente & fruit;;
VH22415.2;Maiskolf;pk;2 st;x;8714978005753;van halder;f;aardappel groente & fruit;;
VH22415.3;Maiskolf;pk;2 st;x;3281440000196;van halder;f;aardappel groente & fruit;;
VH22416;Maiskolf gekookt;pk;2 st;2.55;1110000224166;van halder;f;aardappel groente & fruit;;
VH22416.1;Maiskolf gekookt;pk;2 st;x;22416;van halder;f;aardappel groente & fruit;;
VH22434;Mango ready to eat;ls;1 st;2.45;1110000224340;van halder;f;aardappel groente & fruit;;
VH22434.1;Mango ready to eat;ls;1 st;x;224340;van halder;f;aardappel groente & fruit;;
VH22434.2;Mango ready to;st;;x;8718836081286;van halder;f;aardappel groente & fruit;;
VH22491;Okra;ds;2 kg;22.5;1110000224913;van halder;f;aardappel groente & fruit;;
VH22491.1;Okra;ds;2 kg;x;22491;van halder;f;aardappel groente & fruit;;
VH22505;Papaya;ls;1 st;1.95;1110000225057;van halder;f;aardappel groente & fruit;;
VH22505.1;Papaya;ls;1 st;x;22505;van halder;f;aardappel groente & fruit;;
VH22520;Passiefruit;ls;1 kg;9.5;1110000225200;van halder;f;aardappel groente & fruit;;
VH22520.1;Passiefruit;ls;1 kg;x;22520;van halder;f;aardappel groente & fruit;;
VH22521;Passiefruit;ds;2 kg;18.5;1110000225217;van halder;f;aardappel groente & fruit;;
VH22521.1;Passiefruit;ds;2 kg;x;22521;van halder;f;aardappel groente & fruit;;
VH22522;Passiefruit;ls;1 st;0;22522;van halder;f;aardappel groente & fruit;;
VH22536;Pastinaken;ls;1 kg;2.45;1110000225361;van halder;f;aardappel groente & fruit;;
VH22536.1;Pastinaken;ls;1 kg;x;22536;van halder;f;aardappel groente & fruit;;
VH22537;Pattipan groen 200 gr;ds;1 st;27.5;1110000225378;van halder;f;aardappel groente & fruit;;
VH22537.1;Pattipan groen 200 gr;ds;1 st;x;22537;van halder;f;aardappel groente & fruit;;
VH22580;Physalis;ls;1 st;1.29;1110000225804;van halder;f;aardappel groente & fruit;;
VH22580.1;Physalis;ls;1 st;x;22580;van halder;f;aardappel groente & fruit;;
VH22580.2;Physalis;ls;1 st;x;7707235823475;van halder;f;aardappel groente & fruit;;
VH22580.3;Physalis;ds;;x;770718132011;van halder;f;aardappel groente & fruit;;
VH22600;Pitahaya rood;ls;1 st;3.75;1110000226009;van halder;f;aardappel groente & fruit;;
VH22600.1;Pitahaya rood;ls;1 st;x;22600;van halder;f;aardappel groente & fruit;;
VH22611;Pompoen Frans;ls;1 kg;1.55;1110000226115;van halder;f;aardappel groente & fruit;;
VH22611.1;Pompoen Frans;ls;1 kg;x;22611;van halder;f;aardappel groente & fruit;;
VH22627;Rambutan;ls;1 kg;14.95;1110000226276;van halder;f;aardappel groente & fruit;;
VH22627.1;Rambutan;ls;1 kg;x;22627;van halder;f;aardappel groente & fruit;;
VH22655;Sereh;ls;1 kg;12.5;1110000226559;van halder;f;aardappel groente & fruit;;
VH22655.1;Sereh;ls;1 kg;x;22655;van halder;f;aardappel groente & fruit;;
VH22656;Lotuswortel;zk;1 kg;15.95;1110000226566;van halder;f;aardappel groente & fruit;;
VH22656.1;Lotuswortel;zk;1 kg;x;22656;van halder;f;aardappel groente & fruit;;
VH22685;Tahoe verpakt;ds;500 gr;1.75;1110000226856;van halder;f;aardappel groente & fruit;;
VH22685.1;Tahoe verpakt;ds;500 gr;x;22685;van halder;f;aardappel groente & fruit;;
VH22700;Tahoe scheut;ds;200 gr;0.95;1110000227006;van halder;f;aardappel groente & fruit;;
VH22700.1;Tahoe scheut;ds;200 gr;x;22700;van halder;f;aardappel groente & fruit;;
VH22700.2;Tahoe scheut;ds;200 gr;x;8711839000032;van halder;f;aardappel groente & fruit;;
VH22716;Tamarillo;ds;1 st;0;22716;van halder;f;aardappel groente & fruit;;
VH22730;Tempe;ds;300 gr;2.25;1110000227303;van halder;f;aardappel groente & fruit;;
VH22730.1;Tempe;ds;300 gr;x;22730;van halder;f;aardappel groente & fruit;;
VH22747;Vijgen;ds;200 gr;2.75;22747;van halder;f;aardappel groente & fruit;;
VH22747.1;Vijgen;ds;200 gr;x;22747;van halder;f;aardappel groente & fruit;;
VH22747.2;Vijgen;ds;200 gr;x;8712738011211;van halder;f;aardappel groente & fruit;;
VH22760;Vijgen verse;ds;1 st;0.79;1110000227600;van halder;f;aardappel groente & fruit;;
VH22760.1;Vijgen verse;ds;1 st;x;22760;van halder;f;aardappel groente & fruit;;
VH22761;Vijgen verse;ds;18 st;17.95;1110000227617;van halder;f;aardappel groente & fruit;;
VH22761.1;Vijgen verse;ds;24 st;x;22761;van halder;f;aardappel groente & fruit;;
VH22775;Violen bloem;sc;1 st;3.95;1110000227754;van halder;f;aardappel groente & fruit;;
VH22775.1;Violen bloem;sc;1 st;x;22775;van halder;f;aardappel groente & fruit;;
VH23009;Banaan;ls;1 st;0.35;1110000230099;van halder;f;aardappel groente & fruit;;
VH23009.1;Banaan;ls;1 st;x;23009;van halder;f;aardappel groente & fruit;;
VH23010;Banaan Turbana;ls;1 kg;1.39;1110000230105;van halder;f;aardappel groente & fruit;;
VH23010.1;Banaan Turbana;ls;1 kg;x;23010;van halder;f;aardappel groente & fruit;;
VH23011;Banaan Turbana;ds;18 kg;21;1110000230112;van halder;f;aardappel groente & fruit;;
VH23011.1;Banaan Turbana;ds;18 kg;x;23011;van halder;f;aardappel groente & fruit;;
VH23029;Bananenblad rond;pk;500 gr;6.45;1110000230297;van halder;f;aardappel groente & fruit;;
VH23029.1;Bananenblad rond;pk;500 gr;x;23029;van halder;f;aardappel groente & fruit;;
VH23055;Citroen;ls;1 st;0.34;1110000230556;van halder;f;aardappel groente & fruit;;
VH23055.1;Citroen;ls;1 st;x;23055;van halder;f;aardappel groente & fruit;;
VH23056;Citroen;ks;40 st;9.95;1110000230563;van halder;f;aardappel groente & fruit;;
VH23056.1;Citroen;ks;40 st;x;23056;van halder;f;aardappel groente & fruit;;
VH23085;Grapefruit rood;ls;1 st;0.49;1110000230853;van halder;f;aardappel groente & fruit;;
VH23085.1;Grapefruit rood;ls;1 st;x;23085;van halder;f;aardappel groente & fruit;;
VH23132;Sinaasappel bloed;ds;1 st;0;1110000231324;van halder;f;aardappel groente & fruit;;
VH23132.1;Sinaasappel bloed;ds;1 st;x;23132;van halder;f;aardappel groente & fruit;;
VH23133;Sinaasappel bloed;st;1 st;0;1110000231331;van halder;f;aardappel groente & fruit;;
VH23133.1;Sinaasappel bloed;st;1 st;x;23133;van halder;f;aardappel groente & fruit;;
VH23134;Sinaasappel klein;1x;1 st;0.22;1110000231348;van halder;f;aardappel groente & fruit;;
VH23134.1;Sinaasappel klein;1x;1 st;x;23134;van halder;f;aardappel groente & fruit;;
VH23135;Sinaasappel navel;1x;1 st;0.29;1110000231355;van halder;f;aardappel groente & fruit;;
VH23135.1;Sinaasappel navel;1x;1 st;x;23135;van halder;f;aardappel groente & fruit;;
VH23137;Sinaasappel navel;ks;72 st;17.5;1110000231379;van halder;f;aardappel groente & fruit;;
VH23137.1;Sinaasappel navel;1x;1 st;x;23137;van halder;f;aardappel groente & fruit;;
VH23153;Sinaasappel pers;ks;14 kg;11.95;1110000231539;van halder;d;aardappel groente & fruit;;
VH23153.1;Sinaasappel pers;ks;14 kg;x;23153;van halder;d;aardappel groente & fruit;;
VH23176;Mandarijn;ks;50 st;9.5;1110000231768;van halder;f;aardappel groente & fruit;;
VH23176.1;Mandarijn;ks;50 st;x;231768;van halder;f;aardappel groente & fruit;;
VH23177;Mandarijn Spaans;ls;1 st;0.22;1110000231775;van halder;f;aardappel groente & fruit;;
VH23177.1;Mandarijn Spaans;ls;1 st;x;23177;van halder;f;aardappel groente & fruit;;
VH30010;Cela Vita A. partjes;zk;10 kg;15.75;1110000300105;van halder;f;aardappel groente & fruit;;
VH30010.1;Cela Vita A. partjes;zk;10 kg;x;30010;van halder;f;aardappel groente & fruit;;
VH30010.2;Cela Vita A. partjes;zk;10 kg;x;8710556300173;van halder;f;aardappel groente & fruit;;
VH30010.3;Cela Vita A. partjes;zk;10 kg;x;8710556605117;van halder;f;aardappel groente & fruit;;
VH30010.4;Celavita Aardappelpartjes gekr;zk;10 kg?;x;8710438096583;van halder;f;aardappel groente & fruit;;
VH30013;Cela Vita Kookkwart;zk;10 kg;9.95;1110000300136;van halder;f;aardappel groente & fruit;;
VH30013.1;Cela Vita Kookkwart;zk;10 kg;x;30013;van halder;f;aardappel groente & fruit;;
VH30014;Cela Vita Kriel grof;zk;10 kg;22.15;1110000300143;van halder;f;aardappel groente & fruit;;
VH30014.1;Cela Vita Kriel grof;zk;10 kg;x;30014;van halder;f;aardappel groente & fruit;;
VH30015;Cela Vita Minikriel;zk;10 kg;17.5;1110000300150;van halder;f;aardappel groente & fruit;;
VH30015.1;Cela Vita Minikriel;zk;10 kg;x;30015;van halder;f;aardappel groente & fruit;;
VH30016;Cela Vita Schijf ongezouten;zk;10 kg;12.75;1110000300167;van halder;f;aardappel groente & fruit;;
VH30016.1;Cela Vita Schijf ongezouten;zk;10 kg;x;30016;van halder;f;aardappel groente & fruit;;
VH30016.2;Cela Vita Schijf ongezouten;zk;10 kg;x;8710556300166;van halder;f;aardappel groente & fruit;;
VH30016.3;Cela Vita Schijf ongezouten;zk;10 kg;x;8710556604004;van halder;f;aardappel groente & fruit;;
VH30017;Cela Vita Schijf gezouten;zk;10 kg;12.75;1110000300174;van halder;f;aardappel groente & fruit;;
VH30017.1;Cela Vita Schijf gezouten;zk;10 kg;x;8710556604004;van halder;f;aardappel groente & fruit;;
VH30017.2;Celavita aardappel schijven;zk;10 kg;x;8710556300166;van halder;f;aardappel groente & fruit;;
VH30017.3;Celavita aardappel schijven;zk;10 kg;x;30017;van halder;f;aardappel groente & fruit;;
VH30018;Aviko frites 10mm;ds;10 kg;11.75;1110000300181;van halder;f;aardappel groente & fruit;;
VH30018.1;Aviko frites 10mm;ds;10 kg;x;30018;van halder;f;aardappel groente & fruit;;
VH30019;Farm frites  14mm;ds;10 kg;13.5;1110000300198;van halder;f;aardappel groente & fruit;;
VH30019.1;Farm frites  14mm;ds;10 kg;x;30019;van halder;f;aardappel groente & fruit;;
VH30019.2;Farmfriet;ds;10 kg;x;8710679121518;van halder;f;aardappel groente & fruit;;
VH30020;Cela Vita Kriel fijn;zk;10 kg;22.5;1110000300204;van halder;f;aardappel groente & fruit;;
VH30020.1;Cela Vita Kriel fijn;zk;10 kg;x;30020;van halder;f;aardappel groente & fruit;;
VH30023;Cela Vita Country 1/2 kriel;zk;10 kg;20.5;1110000300235;van halder;f;aardappel groente & fruit;;
VH30023.1;Cela Vita Country 1/2 kriel;zk;10 kg;x;30023;van halder;f;aardappel groente & fruit;;
VH30024;Cela Vita Count partjes;zk;10 kg;19.5;1110000300242;van halder;f;aardappel groente & fruit;;
VH30024.1;Cela Vita Count partjes;zk;10 kg;x;30024;van halder;f;aardappel groente & fruit;;
VH31011;Aardappel Laratte;ls;1 kg;1.95;1110000310111;van halder;f;aardappel groente & fruit;;
VH31011.1;Aardappel Laratte;ls;1 kg;x;31011;van halder;f;aardappel groente & fruit;;
VH31013;Aardappel bonken;ls;1 kg;0.75;1110000310135;van halder;f;aardappel groente & fruit;;
VH31013.1;Aardappel bonken;ls;1 kg;x;31013;van halder;f;aardappel groente & fruit;;
VH31014;Aardappel bonken;ks;25 kg;17.5;1110000310142;van halder;f;aardappel groente & fruit;;
VH31014.1;Aardappel bonken;ks;25 kg;x;31014;van halder;f;aardappel groente & fruit;;
VH31015;Aardappel laratte ;ds;12 kg;22.5;1110000310159;van halder;f;aardappel groente & fruit;;
VH31015.1;Aardappel laratte ;ds;12 kg;x;31015;van halder;f;aardappel groente & fruit;;
VH31016;Aardappel Roseval;ds;12,5 kg;14.95;1110000310166;van halder;f;aardappel groente & fruit;;
VH31016.1;Aardappel Roseval;ds;12,5 kg;x;310166;van halder;f;aardappel groente & fruit;;
VH31016.2;Aardappel roseval;ds;12,5 kg;x;8710251312068;van halder;f;aardappel groente & fruit;;
VH31017;Aardappel Nicola;zk;2,5 kg;2.95;1110000310173;van halder;f;aardappel groente & fruit;;
VH31017.1;Aardappel Nicola;zk;2,5 kg;x;31017;van halder;f;aardappel groente & fruit;;
VH31019;Aardappel opperdoes;ds;5 kg;6.95;1110000310197;van halder;f;aardappel groente & fruit;;
VH31019.1;Aardappel opperdoes;ls;1 kg;x/5;31019;van halder;f;aardappel groente & fruit;;
VH31020;Aardappel Roseval;ls;1 kg;1.49;1110000310203;van halder;f;aardappel groente & fruit;;
VH31020.1;Aardappel Roseval;ls;1 kg;x;31020;van halder;f;aardappel groente & fruit;;
VH31024;Aardappel zoet;ls;1 kg;2.45;1110000310241;van halder;f;aardappel groente & fruit;;
VH31024.1;Aardappel zoet;ls;1 kg;x;31024;van halder;f;aardappel groente & fruit;;
VH31025;Aardappel kriel schil;ls;1 kg;1.5;1110000310258;van halder;f;aardappel groente & fruit;;
VH31025.1;Aardappel kriel schil;ls;1 kg;x;31025;van halder;f;aardappel groente & fruit;;
VH31026;Aardappel Kriel + schil;pk;500 gr;2.25;1110000310265;van halder;f;aardappel groente & fruit;;
VH31026.1;Aardappel Kriel + schil;pk;500 gr;x;31026;van halder;f;aardappel groente & fruit;;
VH31028;Aardappel truf de Chine;ls;1 kg;3.95;1110000310289;van halder;f;aardappel groente & fruit;;
VH31028.1;Aardappel truf de Chine;ls;1 kg;x;31028;van halder;f;aardappel groente & fruit;;
VH31030;Aardappel Bio;ks;10 kg;0;1110000310302;van halder;f;aardappel groente & fruit;;
VH31030.1;Aardappel Bio;ks;10 kg;x;31030;van halder;f;aardappel groente & fruit;;
VH32011;Cela Vita schijf ongezouten;zk;2 kg;3.95;1110000320110;van halder;f;aardappel groente & fruit;;
VH32011.1;Cela Vita Schijf ongezouten;zk;2 kg;x;32011;van halder;f;aardappel groente & fruit;;
VH32011.2;Cela vita aardappelschijf met schil;zk;2 kg;x;8710438096545;van halder;f;groenten en fruit dagvers;;
VH32011.3;Cela vita aardappelschijf met schil;ds;6 * 2 kg;x*6;8710438096552;van halder;f;groenten en fruit dagvers;;
VH32012;Cela Vita Kriel;zk;2 kg;5.5;1110000320127;van halder;f;aardappel groente & fruit;;
VH32012.1;Cela Vita Kriel;zk;2 kg;x;32012;van halder;f;aardappel groente & fruit;;
VH32012.2;Cela Vita kriel;zk;2 kg;x;8710556620301;van halder;f;aardappel groente & fruit;;
VH32013;Cela Vita minikriel;zk;2 kg;3.95;1110000320134;van halder;f;aardappel groente & fruit;;
VH32013.1;Cela Vita minikriel;zk;2 kg;x;320134;van halder;f;aardappel groente & fruit;;
VH32013.2;Cela Vita minikriel;zk;2 kg;x;8711118008065;van halder;f;aardappel groente & fruit;;
VH32016;Cela Vita Count part;zk;2 kg;4.95;1110000320165;van halder;f;aardappel groente & fruit;;
VH32016.1;Cela Vita Count part;zk;2 kg;x;32016;van halder;f;aardappel groente & fruit;;
VH32025;Aviko 1/2 aard. Gaar;ds;10 kg;12.9;1110000320257;van halder;f;aardappel groente & fruit;;
VH32025.1;Aviko 1/2 aard. Gaar;ds;10 kg;x;32025;van halder;f;aardappel groente & fruit;;
VH32032;Mc Cain pof aardappel;pk;4 st;1.75;1110000320325;van halder;f;aardappel groente & fruit;;
VH32032.1;Mc Cain pof aardappel;pk;4 st;x;32032;van halder;f;aardappel groente & fruit;;
VH32032.2;Mc Cain pof aardappel;pk;4 st;x;8710438052992;van halder;f;aardappel groente & fruit;;
VH33001;Peka kookaardappel;zk;2 kg;3.95;1110000330010;van halder;f;aardappel groente & fruit;;
VH33001.1;Peka kookaardappel;zk;2 kg;x;33001;van halder;f;aardappel groente & fruit;;
VH33011;Peka Dauphinoise potatoes;ds;2 * 3 kg;22.5;1110000330119;van halder;f;aardappel groente & fruit;;
VH33011.1;Peka Dauphinoise potatoes;ds;2 * 3 kg;x;3011;van halder;f;aardappel groente & fruit;;
VH33011.2;Peka Dauphinoise potatoes;bk;3 kg;x;8711118023721;van halder;f;aardappel groente & fruit;;
VH33013;Peka gratin;zk;2 kg;3.95;1110000330133;van halder;f;aardappel groente & fruit;;
VH33013.1;PEKA aardappelbakschijven;zk;2 kg;x;8711118011735;van halder;f;;;
VH33013.1;PEKA aardappelbakschijven;zak;2 kg;3.95;8711118011735;van halder;f;;;
VH33013.2;Peka gratin;zk;2 kg;x;8711118011735;van halder;f;aardappel groente & fruit;;
VH33013.3;Peka gratin;zk;2 kg;x;8711118008599;van halder;f;aardappel groente & fruit;;
VH33014;Peka gratin Duits;zk;2 kg;4.49;1110000330140;van halder;f;aardappel groente & fruit;;
