ArtikelID;Omschrijving;Eenheid;Inhoud;Prijs;Barcode;Leverancier;Categorie;Subcategorie;;
HA62006.3;Zalm zijde Noors ger/ges +-12k;ds;12 kg;x;2331147117602;havi;f;vis & visconserven;;
HA62008;Zalm porties Noors 200gr 5kg;ds;5 kg;64.63;8713456001737;havi;f;vis & visconserven;;
HA62008.1;Zalm porties Noors 200gr 5kg;ls;1 kg;x/5;62008;havi;f;vis & visconserven;;
HA62008.2;Zalm porties ;ds;5 kg;x;8713456001669;havi;f;vis & visconserven;;
HA62009;Zalm porties Noors MH180gr 5kg;ds;5 kg;59;8710401371556;havi;f;vis & visconserven;;
HA62009.1;Zalm porties Noors MH180gr 5kg;ls;1 kg;x/5;62009;havi;f;vis & visconserven;;
HA62009.2;Zalmporties 180 gr;ds;5 kg;x;8710401396443;havi;f;vis & visconserven;;
HA62010;Tong 400/500gr ;ds;10 kg;214.99;9000062010333;havi;f;vis & visconserven;;
HA62010.1;Tong 400/500gr 10kg;ls;1 kg;x/10;62010;havi;f;vis & visconserven;;
HA62010.2;Tong 400/500gr 10kg;ds;10 kg;x;8713456001492;havi;f;vis & visconserven;;
HA62010.3;Tong 400/500;ds;10 kg;214.99;8713456003090;havi;f;vis & visconserven;;
HA62010.4;Tong 400/500;ds;10 kg;x;8713456003090;havi;f;vis & visconserven;;
HA62010.5;Tong 400/500;ds;10 kg;x;9000062010338;havi;f;vis & visconserven;;
HA62011;Graved Lachs gesn. (10KG);ds;10 kg;173.5;9000062011333;havi;f;vis & visconserven;;
HA62011.1;Graved Lachs gesn. (10KG);ls;1 kg;x/10;62011;havi;f;vis & visconserven;;
HA62011.2;Graved lachs;ds;10 kg;x;2331147080753;havi;f;vis & visconserven;;
HA62012;Zalm filet N. Trim C vac. 1-2kg);ds;10 kg;112.2;9000062012333;havi;f;vis & visconserven;;
HA62012.1;Zalm filet N Trim C vac. 1-2kg);ls;1 kg;x/10;62012;havi;f;vis & visconserven;;
HA62014;Tarbotfilet 200-400gr ;ls;1 kg;23.75;62014;havi;f;vis & visconserven;;
HA62015;Tong scharfilet HL 80/120gr HL;ds;5 kg;77;9000062015333;havi;f;vis & visconserven;;
HA62015.1;Tong scharfilet HL 80-120;ls;1 kg;x/5;62015;havi;f;vis & visconserven;;
HA62016;Zeebaars filet 90-150gram;ds;5 kg;74.4;9000062016333;havi;f;vis & visconserven;;
HA62016.1;Zeebaars filet 90-150gram;ls;1 kg;x/5;62016;havi;f;vis & visconserven;;
HA62017;Tong Nzee panklaar 400-500;ds;10 kg;199.9;9000062017333;havi;f;vis & visconserven;;
HA62017.1;Tong Nzee panklaar 400-500;ls;1 kg;x/10;62017;havi;f;vis & visconserven;;
HA62019;Zalm zijde Noors ger/ges +-12k;ds;12 kg;197.76;2331147106620;havi;f;vis & visconserven;;
HA62019.1;Zalm zijde Noors ger/ges +-12k;ls;1 kg;x/12;62019;havi;f;vis & visconserven;;
HA62020;Graved Lachs gesn. (10KG);ds;10 kg;173.5;9000062011333;havi;f;vis & visconserven;;
HA62020.1;Graved Lachs gesn. (10KG);ls;1 kg;x/10;62020;havi;f;vis & visconserven;;
HA62021;Zalm filet trim c;ds;15 kg;146.4;9000062012333;havi;f;vis & visconserven;;
HA62021.1;Zalm filet trim c;ls;1 kg;x/15;62021;havi;f;vis & visconserven;;
HA62100;Koffie Alfredo Espresso Superbar6x1kg;ds;6 * 1 kg;66.74;4006581702940;havi;d;koffie thee & choc;;
HA62100.1;Koffie Alfredo Espresso Superbar6x1kg;ds;1 kg;x/6;4006581319001;havi;d;koffie thee & choc;;
HA62101;Koffie Idee cafvrij 12x500g BA;tr;12 * 500 gr;68.25;4006581800103;havi;d;koffie thee & choc;;
HA62101.1;Koffie Idee cafvrij 12x500g BA;pk;500 gr;x/12;4006581000800;havi;d;koffie thee & choc;;
HA62102;Cacao classic brown;ds;10 * 1 kg;78.5;4006581106021;havi;d;koffie thee & choc;;
HA62102.1;Cacao classic brown;pk;1 kg;x/10;4006581116020;havi;d;koffie thee & choc;;
HA62102.2;Cacao classic Brown Valk BA;ds;pak;x;4006581106021;havi;d;koffie thee & choc;;
HA62103;Koffie Bistro Montana Valk6xkg;ds;6*1 kg;70.98;4006581345017;havi;d;koffie thee & choc;;
HA62103.1;Koffie Bistro Montana Valk6xkg;ds;6xkg;x;4006581345017;havi;d;koffie thee & choc;;
HA62104;Koffie Inst Gold 6x250gr BA;ds;6 * 250 gr;81.35;9000062104333;havi;d;koffie thee & choc;;
HA62104.2;Koffie Inst Gold 6x250gr BA;ds;6 * 250 gr;x;4006581703169;havi;d;koffie thee & choc;;
HA62105;Koffie Prestige Valk 6x1kg;ds;6 * 1 kg;58.38;4006581613741;havi;d;koffie thee & choc;;
HA62106;Koffie Toekan Gemalen 6x1Kg;ds;6 * 1 kg;37.21;4006581615295;havi;d;koffie thee & choc;;
HA62107;Koffie Toekan Bonen 6x1Kg;ds;6 * 1 kg;37.21;4006581615301;havi;d;koffie thee & choc;;
HA62108;Topping Valk 20x500gr BA;ds;20 * 500 gr;104.5;4006581512600;havi;d;koffie thee & choc;;
HA62108.1;Topping Valk 20x500gr BA;pk;500 gr;x/20;4006581000770;havi;d;koffie thee & choc;;
HA62109;Koffie Alfredo espresso Valk 6x1kg;ds;6 * 1 kg;63.24;4006581703510;havi;d;koffie thee & choc;;
HA62109.1;Koffie Alfredo espresso Valk 6x1kg;zk;1 kg;x/6;62109;havi;d;koffie thee & choc;;
HA62110;Kamareta Cafe Clean B.A.;ds;;32;7640101700428;havi;o;service & overige art;;
HA62110.1;Kamareta Cafe Clean B.A.;ds;100 st;x;7640101700428;havi;o;service & overige art;;
HA62111;Rinza Milk Cleaner B.A.;fl;;21.75;10754631603600;havi;o;service & overige art;;
HA62113;Cacao stick brown;ds;100 * 25 gr;27.45;4006581195186;havi;d;koffie thee & choc;;
HA62113.1;Cocao Stick Brown;ds;100 st;x;90000621133333;havi;d;koffie thee & choc;;
HA62114;Koffie Cafe Melange Maxx bonen;ds;6 * 1 kg;42.9;9000062114333;havi;d;koffie thee & choc;;
HA62114.1;Koffie Cafe Melange Maxx bonen;ds;6 * 1 kg;x;4006581615066;havi;d;koffie thee & choc;;
HA62114.3;Koffie Max. Cafe melange;ds;6x1 kg;x;4006581615028;havi;d;koffie thee & choc;;
HA62115;Koffie Cafe Melange Maxx bonen;ds;6 * 1 kg;42.9;4006581615066;havi;d;koffie thee & choc;;
HA62116;Koffie Kenya Massai Bonen BA;ds;12 st;121;4006581013053;havi;d;koffie thee & choc;;
HA62116.1;Koffie Kenya Massai Bonen BA;zk;;x/12;62116;havi;d;koffie thee & choc;;
HA62117;Koffie Kenya Massai Bonen BA;ds;12 st;121;4006581700120;havi;d;koffie thee & choc;;
HA62117.1;Koffie Kenya Massai Bonen BA;zk;;x/12;62117;havi;d;koffie thee & choc;;
HA62118;Koffie Colombia Supremo Bonen BA;ds;12 st;121;4006581700076;havi;d;koffie thee & choc;;
HA62118.1;Koffie Colombia Supremo Bonen BA;zk;;x/12;62118;havi;d;koffie thee & choc;;
HA62119;Koffie Brazil Sul de Minas BA;ds;12 st;121;4006581700021;havi;d;koffie thee & choc;;
HA62119.1;Koffie Brazil Sul de Minas BA;zk;;x/12;62119;havi;d;koffie thee & choc;;
HA62120;Koffie India Taj Mahal Bonen BA;ds;12 st;121;4006581700298;havi;d;koffie thee & choc;;
HA62120.1;Koffie India Taj Mahal Bonen BA;zk;;x/12;62120;havi;d;koffie thee & choc;;
HA62121;Thee Darjeeling Roy.SecondFlush BA;zk;;9.99;4006581501451;havi;d;koffie thee & choc;;
HA62121.1;Thee Darjeeling Roy.SecondFlush BA;zk;;x;62121;havi;d;koffie thee & choc;;
HA62122;Eilles earl grey nr 42 BA;zk;250 gr;6.55;4006581501734;havi;d;koffie thee & choc;;
HA62122.1;Eilles earl grey nr 42 BA;zk;250 gr;x;62122;havi;d;koffie thee & choc;;
HA62123;Thee Bio Wulu Cha Yantou BA;zk;;10.65;4006581513454;havi;d;koffie thee & choc;;
HA62123.1;Thee Bio Wulu Cha Yantou BA;zk;;x;62123;havi;d;koffie thee & choc;;
HA62124;Rooibos Vanilla BA;zk;;6.15;4006581512518;havi;d;koffie thee & choc;;
HA62124.1;Rooibos Vanilla BA;zk;;x;62124;havi;d;koffie thee & choc;;
HA62125;Fruitgarden BA;zk;;6.15;4006581501192;havi;d;koffie thee & choc;;
HA62125.1;Fruitgarden BA;zk;;x;62125;havi;d;koffie thee & choc;;
HA62126;Vita Orange BA;zk;;5.95;400651004358;havi;d;koffie thee & choc;;
HA62126.1;Vita Orange BA;zk;;x;62126;havi;d;koffie thee & choc;;
HA62127;Eilles bio tea magica;zk;250 gr;11.75;4006581514550;havi;d;koffie thee & choc;;
HA62127.1;Eilles bio tea magica;zk;250 gr;x;62127;havi;d;koffie thee & choc;;
HA62128;Eilles harmonizer;zk;250 gr;9.1;4006581514017;havi;d;koffie thee & choc;;
HA62128.1;Eilles harmonizer;zk;250 gr;x;62128;havi;d;koffie thee & choc;;
HA62129;Eilles china green leaf;zk;250 gr;9.41;4006581004327;havi;d;koffie thee & choc;;
HA62129.1;Eilles china green leaf;zk;250 gr;x;62129;havi;d;koffie thee & choc;;
HA62201;Kabeljauw rug gr.loos 200g 5kg;ds;5 kg;35.7;5414646005643;havi;f;vis & visconserven;;
HA62201.1;Kabeljauw rug gr.loos 200g 5kg;ls;1 kg;x/5;62201;havi;f;vis & visconserven;;
HA62201.2;Kabeljauw rug gr.loos 200g 5kg;zk;1 kg;x/5;5414646022213;havi;f;vis & visconserven;;
HA62203;Kreeft rivier Show 10x500gr BA;ds;10 * 500 gr;23.76;1842426020014;havi;f;vis & visconserven;;
HA62203.1;Kreeft rivier Show 10x500gr BA;ds;10 * 500 gr;x;8424260200017;havi;f;vis & visconserven;;
HA62204;Garnaal BT gep.zk 21/25 10x1kg;ds;10 * 1 kg;132.99;5414646007258;havi;f;vis & visconserven;;
HA62204.1;Garnaal BT gep.zk 21/25 10x1kg;zk;1 kg;x/10;8710401149803;havi;f;vis & visconserven;;
HA62204.2;Garnaal BT gep.zk 21/25 10x1kg;zk;1 kg;x/10;8713913055532;havi;f;vis & visconserven;;
HA62204.3;Garnaal BT 21/25;zk;1 kg;x/10;5415195001667;havi;f;vis & visconserven;;
HA62204.4;Garnaal BT 21/25;zk;1 kg;x/10;5027891095460;havi;f;vis & visconserven;;
HA62209;Garnaal Black Tiger 16/10;ds;10 kg;151.5;;havi;f;vis & visconserven;;
HA62209.1;Garnaal Black Tiger 16/10;zk;1 kg;x/10;5414646012665;havi;f;vis & visconserven;;
HA62209.2;BT 16/20 rauw gepeld;ds;10 kg;x;5414646007241;havi;f;vis & visconserven;;
HA62301;V.Filetschnitzel gep.220g;ds;10 * 220 gr;12.5;8711157000493;havi;f;vlees & vleeswaren;;
HA62302;V.Filet cordon bleu 12x200Gr;ds;12 * 200 gr;14.8;8711157120405;havi;f;vlees & vleeswaren;;
HA62302.1;V.Filet  bleu 200Gr;ls;1 kg;x/2,4;62302;havi;f;vlees & vleeswaren;;
HA62303;V.Filetschnitzel gep.160g;ds;10 * 160 gr;8.8;8711157000424;havi;f;vlees & vleeswaren;;
HA62303.1;V.Filetschnitzel gep.160g;ls;1 kg;x/1,6;62303;havi;f;vlees & vleeswaren;;
HA62304;Kip cordon blue;ds;2,4 kg;10.5;8711157600068;havi;f;kip & wild;;
HA62304.1;Kip pop. Cordon Blue 24x100gr;ls;1 kg;x/2,4;62304;havi;f;kip & wild;;
HA62304.2;Kip cordon blue;ds;2,4 kg;x;8711157600600;havi;f;kip & wild;;
HA62305;Borrelballetje k&k 2kg;ds;2 kg;9.49;8711157920067;havi;f;snacks;;
HA62305.1;Borrelballetje k&k 2kg;ds;2 kg;x;62305;havi;f;snacks;;
HA62308;V.Filetschnitzel gep.100g;ds;2 kg;10.99;8711157000134;havi;f;vlees & vleeswaren;;
HA62310;Beef burger Angus 24x225g;ds;24 * 225 gr;30.75;8711157407254;havi;f;snacks;;
HA62310.1;Beef burger Angus 24x225g;ds;24 * 225 gr;x;62310;havi;f;snacks;;
HA62310.2;American burger;ds;24 * 225 gr;x;8711157420222;havi;f;vlees vleeswaren & kaas;;
HA62312;Kip nugget toekan 6x1kg;ds;6 * 1 kg;14.64;8711157801137;havi;f;snacks;;
HA62312.1;Kip nugget toekan;zk;1 kg;x/6;62312;havi;f;snacks;;
HA62314;V. Schnitzels;ds;10 * 220 gr;10.99;9715857000493;havi;f;vlees vleeswaren & kaas;;
HA62314.1;V.Schnitzels 220 gr;ls;1 kg;x/2.2;62314;havi;f;vlees vleeswaren & kaas;;
HA62316;V.Schnitzels 140 gr;ds;10 * 140 gr;7.7;8711157000448;havi;f;vlees vleeswaren & kaas;;
HA62316.1;V.Schnitzels 140 gr;ls;1 kg;x/1,4;62316;havi;f;vlees vleeswaren & kaas;;
HA62317;Agnus hamburger;ds;42 * 150 gr;37.5;;havi;f;vlees vleeswaren & kaas;;
HA62317.1;Agnus hamburger;ds;42 * 150 gr;x;8711157407698;havi;f;vlees vleeswaren & kaas;;
HA62400;Eieren gekookt gepeld;em;120 st;17;9000062400333;havi;f;zuivel olie & vetten;;
HA62400.1;Eieren gekookt gepeld;em;120 st;x;62400;havi;f;zuivel olie & vetten;;
HA62402;Heelei scharrel 10x1kg;bi;10 * 1 kg;29.76;5412671115498;havi;f;zuivel olie & vetten;;
HA62402.1;Heelei scharrel 10x1kg;bi;10 kg;x;62402;havi;f;zuivel olie & vetten;;
HA62402.2;Heelei scharrrelei;fl;2 kg;x/5;8717228030017;havi;f;zuivel olie & vetten;;
HA62403;Roereimix vloeibaar 6x1liter;tr;6 * 1 lt;17.86;5412671113791;havi;f;zuivel olie & vetten;;
HA62403.1;Roereimix vloeibaar ;fl;1 lt;x/6;62403;havi;f;zuivel olie & vetten;;
HA62403.2;Coco Vite roerei;pk;1 kg;x/6;5412671113784;havi;f;zuivel olie & vetten;;
HA62500;Slagroomsoesjes Goutier 8x500g;ds;8 * 500 gr;19.99;8710467044012;havi;d;brood banket & cereals;;
HA62500.1;Slagroomsoesjes Goutier 8x500g;ds;8 * 500 gr;x;62500;havi;d;brood banket & cereals;;
HA62500.2;Moorkopsoesjes;ds;1000 gr;x;8710467608238;havi;d;brood banket & cereals;;
HA62501;Soesje room cacao Fantasie ;ds;850 gr;2.5;08710467008380;havi;d;brood banket & cereals;;
HA62501.1;Soesje room cacao Fantasie6x850;ds;850gr;x;8710467008380;havi;d;brood banket & cereals;;
HA62502;Appeltaart Beuk Wener;ds;6 st;40.75;8710467902312;havi;d;brood banket & cereals;;
HA62502.1;Appeltaart Beuk Wener;ds;6 st;x;62502;havi;d;brood banket & cereals;;
HA62502.2;Appeltaart Beuk Wener;st;1800 gr;x/6;0871046702312;havi;d;brood banket & cereals;;
HA62502.3;Appeltaart Beuk Wener;ds;6 st;x;08710467902312;havi;d;brood banket & cereals;;
HA62505;Moorkopsoesjes;ds;6 kg;40.56;8710467608238;havi;d;brood banket & cereals;;
HA62505.1;Moorkop soesjes;ds;55 st;x/6;8710467008236;havi;f;patisserieprodukten;;
HA62505.2;Moorkopsoesjes;ds;55 st;x/6;08710467008236;havi;d;brood banket & cereals;;
HA62506;Goutier moorkopsoesjes;ds;4*500 gr;13.5;8710467608214;havi;d;brood banket & cereals;;
HA62600;Fles Valk Naturel 75cl;fl;50 cl;3.49;9000062600333;havi;o;service & overige art;;
HA62600.1;Fles Valk Naturel 75cl;fl;75 cl;x;9000062600333;havi;o;service & overige art;;
HA62601;Fles Valk Bruisend 75cl;fl;50 cl;3.49;9000062601333;havi;o;service & overige art;;
HA62601.1;Fles Valk Bruisend 75cl;fl;75 cl;x;9000062601333;havi;o;service & overige art;;
HA62602;Fles Valk Naturel 50cl;fl;50 cl;3.13;9000062602333;havi;o;service & overige art;;
HA62602.1;Fles Valk Naturel 50cl;fl;50 cl;x;9000062602333;havi;o;service & overige art;;
HA62603;Fles Valk Bruisend 50cl;fl;50 cl;3.13;9000062603333;havi;o;service & overige art;;
HA62603.1;Fles Valk Bruisend 50cl;fl;50 cl;x;9000062603333;havi;o;service & overige art;;
HA62605;Dop Lichtmetaal Valkwaterfles;ds;250 st;90;9000062605333;havi;o;service & overige art;;
HA62605.1;Dop Lichtmetaal Valkwaterfles;ds;250 st;x;9000062605333;havi;o;service & overige art;;
HA62700;Timo Toekan Pannenkoek 24cm;ds;15 st;9.99;87126001985;havi;f;pannekoeken flensjes & wraps;;
HA62700.1;Timo Toekan Pannenkoek 24cm;ds;15 st;x;62700;havi;f;brood banket & cereals;;
HA62701;Flensje naturel 18cm 30x40gr;ds;30 * 40 gr;6.61;8712676100015;havi;f;pannekoeken flensjes & wraps;;
HA62701.1;Flensje naturel 18cm 30x40gr;ds;30 * 40 gr;x;62701;havi;f;brood banket & cereals;;
HA62702;American Pancakes 12cm 120x35g;ds;120 * 35 gr;21.4;8712676014077;havi;f;pannekoeken flensjes & wraps;;
HA62702.1;American Pancakes 12cm 120x35g;ds;120 * 35 gr;x;62702;havi;f;brood banket & cereals;;
HA62703;Brusselsewafel Big 24x80gr;ds;24 * 80 gr;9.44;8712676009547;havi;f;brood banket & cereals;;
HA62703.1;Brusselsewafel Big 24x80gr;ds;24 * 80 gr;x;62703;havi;f;brood banket & cereals;;
HA62704;Poffertjes Bulk doos 3.7kg;ds;3,7 kg;14.99;8712676006546;havi;f;pannekoeken flensjes & wraps;;
HA62704.1;Poffertjes Bulk doos 3.7kg;ds;3.7kg;x;62704;havi;f;brood banket & cereals;;
HA62705;Pannekoek Naturel 30cm 290g BA;ds;30 * 290 gr;15.25;8712676050013;havi;f;pannekoeken flensjes & wraps;;
HA62705.1;Pannekoek Naturel 30cm 290g BA;ds;15 st;x;62705;havi;f;brood banket & cereals;;
HA62800;Frituurvet vlb. Horecamaxx 10l;em;10 lt ;15.15;8710448202172;havi;f;zuivel olie & vetten;;
HA62800.1;Frituurvet vlb. Horecamaxx 10l;em;10 lt;x;62800;havi;f;zuivel olie & vetten;;
HA62801;Bak&Braad vlb Horecamaxx 10l;em;10 lt ;14.85;8710448201380;havi;f;zuivel olie & vetten;;
HA62801.1;Bak&Braad vlb Horecamaxx 10l;em;10 lt;x;62801;havi;f;zuivel olie & vetten;;
HA62803;Horecamaxx Bak&Braad vast 10kg;ds;10 kg ;14.33;8710448207344;havi;f;zuivel olie & vetten;;
HA62803.1;Horecamaxx Bak&Braad vast 10kg;ds;10 lt;x;62803;havi;f;zuivel olie & vetten;;
HA62804;Van der Valk Satesaus K&K;em;10 lt ;17.89;8710448196938;havi;f;soep sauzen & smaakversterkers;;
HA62901;Croissant marg.DLF. 80x55gr;ds;80 * 55 gr;17.25;13291810008506;havi;f;brood banket & cereals;;
HA62901.1;Croissant marg.DLF. 80x55gr;ds;80 * 55 gr;x;62901;havi;f;brood banket & cereals;;
HA62902;Mini duo banketbak.r 120x35g;ds;120 * 35 gr;25.65;13291810012848;havi;f;brood banket & cereals;;
HA62902.1;Mini duo banketbak.r 120x35g;ds;120 * 35 gr;x;62902;havi;f;brood banket & cereals;;
HA62903;Mini duo appel-ahorn 120x35g;ds;120 * 35 gr;25.65;13291810012862;havi;f;brood banket & cereals;;
HA62903.1;Mini duo appel-ahorn 120x35g;ds;120 * 35 gr;x;62903;havi;f;brood banket & cereals;;
HA63000;Soepbal Grootverbruik Valk 2kg;ds;2 kg;7.25;9000063000333;havi;f;vlees & vleeswaren;;
HA63000.1;Soepbal Grootverbruik Valk 2kg;ds;2 kg;x;63000;havi;f;vlees & vleeswaren;;
HA63000.2;Soepbal Grootverbruik Valk 2kg;ds;2 kg;x;9000063000338;havi;f;vlees & vleeswaren;;
HA63002;V.Haas Hollands 4x5x250g;ds;5 kg;35.15;9000063002332;havi;f;vlees;;
HA63002.1;V.Haas Hollands 4x5x250g;ls;1 kg;x/5;63002;havi;f;vlees & vleeswaren;;
HA63002.2;Varkenshaas Hollands 4x5x250g;ls;1 kg;x/5;63002;havi;f;vlees vleeswaren & kaas;;
HA63003;Kuikenvlees;ds;2 * 2,5 kg;28.25;9000063003339;havi;f;kip & wild;;
HA63003.1;Kuikenvlees;ls;1 kg;x/5;63003;havi;f;kip & wild;;
HA63004;Rundvlees klassiek 3x2kg;ds;3 * 2 kg;41;9000063004333;havi;f;vlees & vleeswaren;;
HA63004.1;Rundvlees klassiek 3x2kg;ls;1 kg;x/6;63004;havi;f;vlees & vleeswaren;;
HA63005;Wildgoulash Superieur;ds;2 kg;43;9000063005333;havi;f;vlees & vleeswaren;;
HA63006;V.haas hollands 4*5*220;ds;4 * 5 * 220 gr;35.15;9000063006333;havi;f;vlees & vleeswaren;;
HA63006.1;V.haas hollands 4*5*220;ls;1 kg;x/4.4;63006;havi;f;vlees & vleeswaren;;
HA63100;Jus D'Orange Fullfruit 10l;bi;10 lt ;51.85;5060135600099;havi;d;vruchtensappen;;
HA63100.1;Jus D'Orange Fullfruit 10l;bi;10 lt;x;63100;havi;d;vruchtensappen;;
HA63101;Tropical Fullfruit 10l;bi;10 lt ;57.68;5060135600198;havi;d;vruchtensappen;;
HA63101.1;Tropical Fullfruit 10l;bi;10 lt;x;63101;havi;d;vruchtensappen;;
HA63102;Full fruit appelsap 10l;bi;10 lt ;59.75;5060135600167;havi;d;vruchtensappen;;
HA63102.1;Full fruit appelsap 10l;bi;10 lt;x;63102;havi;d;vruchtensappen;;
HA63200;Kalfs lever bl.geportion120g;ds;6 kg;47.44;40000500802015;havi;f;vlees & vleeswaren;;
HA63200.1;Kalfs lever bl.geportion120g;ls;1 kg;x/6;63200;havi;f;vlees & vleeswaren;;
HA63200.2;Kalfs lever bl.geportion120g;ds;6 kg;x;40000463858584;havi;f;vlees & vleeswaren;;
HA63200.3;Kalfslever bl.120g;ds;6 kg;47.44;40000473799837;havi;f;;;
HA63201;Kalfs tong blank;ds;5 kg;100.56;40000372758478;havi;f;vlees & vleeswaren;;
HA63201.2;Kalfs tong blank;ls;1 kg;x/5;63201;havi;f;vlees & vleeswaren;;
HA63203;Kalfs lever;ds;5 kg;44.75;40000500802015;havi;f;vlees vleeswaren & kaas;;
HA63203.1;Kalfs lever;ls;kg;x/5;63203;havi;f;vlees vleeswaren & kaas;;
HA63203.2;Kalfs lever;ds;5,1 kg;x;2398033050986;havi;f;vlees vleeswaren & kaas;;
HA63203.3;Kalfslever;ds;5 kg;x*5;2936621050002;havi;f;vlees vleeswaren & kaas;;
HA63204;Kalfs tong blank;ds;15 kg;89.4;8713246012608;havi;f;vlees vleeswaren & kaas;;
HA63402;Pepperoni salami vapiano;pk;1 kg;4.33;4010352114306;havi;f;vlees vleeswaren & kaas;;
HA63406;Aviko crunch ;ds;5 * 2,5 kg;11;8710449924325;havi;f;aardappel groente & fruit;;
HA63601;Longeur tiramisu Longeur;ds;6 * 700 gr;57.22;5413476932136;havi;f;kip & wild;;
HA63601.1;Longeur tiramisu;ds;6 * 700 gr;x;63601;havi;f;kip & wild;;
HA63601.2;Longeur tiramisu patt. Du chef;ds;700 gr;x/6;5413476932143;havi;f;desserts ijs & siropen;;
HA63602;Longeur Assorti 6srt 6x700gr;ds;6 * 700 gr;65.49;5413476922502;havi;f;desserts ijs & siropen;;
HA63602.1;Longeur Assorti 6srt 6x700gr;ds;700 gr;x/6;63602;havi;f;desserts ijs & siropen;;
HA63603;Patisserie du chef bosvruchten baverois;ds;;57.22;5413476911421;havi;f;desserts ijs & siropen;;
HA63603.1;Pat. Du chef bosvruchten baverois;st;800 gr;x/6;5413476911094;havi;f;desserts ijs & siropen;;
HA63604;Longeur Peer karamel;ds;6 * 700 gr;57.22;5413476932150;havi;f;desserts ijs & siropen;;
HA63604.1;Longeur Peer karamel;ds;700 gr;x/6;63604;havi;f;desserts ijs & siropen;;
HA63605;Croissants;ds;6,75 kg;17.17;1346118035593;havi;f;brood banket & cereals;;
HA63605.1;Croissants;ds;6,75 kg;x;63605;havi;f;brood banket & cereals;;
HA63605.2;Croissants;ds;6,75 kg;x;13461180355993;havi;f;brood banket & cereals;;
HA63613;Mixed box mini muffins;ds;150 st;14.25;5413476953018;havi;f;brood banket & cereals;;
HA63613.1;Mixed box mini muffins;ds;150 st;x;63613;havi;f;brood banket & cereals;;
HA63614;Mixed box mini donuts;ds;90 st;12.85;5413476962126;havi;f;brood banket & cereals;;
HA63614.1;Mixed box mini donuts;ds;90 st;x;63614;havi;f;brood banket & cereals;;
HA63705;Bitterbal 15%vlees 100x20gValk;ds;100 * 20 gr;5.65;8710861023194;havi;f;snacks;;
HA63705.1;Bitterbal 15%vlees 100x20gValk;ds;100 * 20 gr;x;63705;havi;f;snacks;;
HA63706;Kroket 15% vlees 28x90g Valk;ds;28 * 90 gr;6.07;8710861003677;havi;f;snacks;;
HA63706.1;Kroket 15% vlees 28x90g Valk;ds;28 * 90 gr;x;63706;havi;f;snacks;;
HA63708;Frikandel Horeca Extra;ds;40 stuks;9.25;8710861010200;havi;f;snacks;;
HA63708.1;Frikandel Horeca Extra;ds;40 stuks;x;63708;havi;f;snacks;;
HA63709;Bitterbal 10% vlees;ds;100 * 20 gr;5.65;8710861002007;havi;f;snacks;;
HA63709.1;Bitterbal 10% vlees;ds;100 * 20 gr;x;63709;havi;f;snacks;;
HA63800;Kroket Sterklasse Valk 24x100g;ds;24 * 100 gr;6.8;8711524111500;havi;f;snacks;;
HA63800.1;Kroket Sterklasse Valk 24x100g;ds;24 * 100 gr;x;63800;havi;f;snacks;;
HA63801;Bitterbal Sterklas Valk 60x30g;ds;60 * 30 gr;6.15;8711524111517;havi;f;snacks;;
HA63801.1;Bitterbal Sterklas Valk 60x30g;ds;60 * 30gr;x;63801;havi;f;snacks;;
HA64000;Haring maatjesfilet ds 6x10x70g;ds;6 * 10 * 70 gr;56.85;8710407101577;havi;f;vis & visconserven;;
HA64000.1;Haring maatjesfilet ds 6x10x70g;ds;10 * 70 gr;x/6;64000;havi;f;vis & visconserven;;
HA64000.2;Haring maatjes Ouwehands;pk;10 st;x/6;8710407001570;havi;f;vis & visconserven;;
HA64001;Kibbeling voorgebakken 2,5 kg;ds;2,5 kg;15.99;8710407045529;havi;f;vis & visconserven;;
HA64001.1;Kibbeling voorgebakken 2,5 kg;ds;2,5 kg;x;64001;havi;f;vis & visconserven;;
HA64300;Kookroom Culicr?me 12X1Liter;ds;12 * 1 lt;24.78;541150712052;havi;f;zuivel olie & vetten;;
HA64300.1;Kookroom Culicr?me 12X1Liter;ds;12 * 1 lt;x;64300;havi;f;zuivel olie & vetten;;
HA64301;Slagroom Gesuikerd 37% 6X2Lite;ds;6 * 2 lt;38.51;5411507212196;havi;f;zuivel olie & vetten;;
HA64301.1;Slagroom Gesuikerd 37% 6X2Lite;ds;6x2lt;x;64301;havi;f;zuivel olie & vetten;;
HA64301.2;Concorde slagroom m.s. 37% los;bs;21 lt.;x/6;5411507100196;havi;f;zuivel olie & vetten;;
HA64400;Aardappel Gratin 15x12x50g;ds;15 * 12 * 50 gr;48.5;4004360103085;havi;f;aardappel groente & fruit;;
HA64501;Surimi Seafood Chunks 20x500g;ds;20 * 500 gr;30.95;8711239063856;havi;f;vis & visconserven;;
HA64501.1;Surimi Seafood Chunks 20x500g;zk;500 gr;x/20;8713913102281;havi;f;vis & visconserven;;
HA64502;Zeevruchten Cocktail;ds;Stuk 8;39.9;8711239014377;havi;f;vis & visconserven;;
HA64502.1;Zeevruchtencoctail;zk;1 kg;x/8;8711239014370;havi;f;vis & visconserven;;
HA64502.2;Zeevruchtencoctail;zk;1 kg;x/8;8711239041154;havi;f;vis & visconserven;;
HA64503;Zeevruchten Cocktail;ds;Stuk 9;40.9;8711239014377;havi;f;vis & visconserven;;
